# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.6082e-02 1.6447e+03 6.4281e-01 -2.2408e-01 3.2906e+03 1.6453e+03 7.5738e-02 9.1219e+00 4.9311e-01 1.2936e-01 1.0553e-01 2.2861e+01 1.4669e+01 0.0000e+00 0.0000e+00
1.8937e-02 1.6287e+03 8.5620e-01 -2.7785e-01 3.2592e+03 1.6305e+03 1.3890e-01 9.0961e+00 6.8164e-01 1.1744e-01 1.0617e-01 2.2352e+01 1.4236e+01 0.0000e+00 0.0000e+00
2.2298e-02 1.5617e+03 1.0990e+00 -3.2589e-01 3.1262e+03 1.5639e+03 2.3704e-01 9.0615e+00 9.3238e-01 8.2773e-02 9.5295e-02 2.1724e+01 1.3729e+01 0.0000e+00 0.0000e+00
2.6256e-02 1.4436e+03 1.3531e+00 -3.5767e-01 2.8906e+03 1.4460e+03 3.8034e-01 9.0151e+00 1.2564e+00 2.1342e-02 7.0058e-02 2.0967e+01 1.3147e+01 0.0000e+00 0.0000e+00
3.0917e-02 1.2847e+03 1.5957e+00 -3.6358e-01 2.5735e+03 1.2877e+03 5.7616e-01 8.9534e+00 1.6601e+00 -6.8770e-02 2.9485e-02 2.0072e+01 1.2488e+01 0.0000e+00 0.0000e+00
3.6405e-02 1.1077e+03 1.8138e+00 -3.4039e-01 2.2203e+03 1.1114e+03 8.2659e-01 8.8716e+00 2.1437e+00 -1.8555e-01 -2.5741e-02 1.9036e+01 1.1754e+01 0.0000e+00 0.0000e+00
4.2867e-02 9.4309e+02 2.0236e+00 -2.9541e-01 1.8919e+03 9.4726e+02 1.1306e+00 8.7643e+00 2.7030e+00 -3.2807e-01 -9.5896e-02 1.7853e+01 1.0953e+01 0.0000e+00 0.0000e+00
5.0475e-02 8.1587e+02 2.2761e+00 -2.4093e-01 1.6384e+03 8.2086e+02 1.4945e+00 8.6247e+00 3.3398e+00 -5.0333e-01 -1.8593e-01 1.6523e+01 1.0102e+01 0.0000e+00 0.0000e+00
5.9435e-02 7.2676e+02 2.6107e+00 -1.7458e-01 1.4615e+03 7.3265e+02 1.9445e+00 8.4455e+00 4.0713e+00 -7.2564e-01 -3.0423e-01 1.5059e+01 9.2302e+00 0.0000e+00 0.0000e+00
6.9985e-02 6.4106e+02 2.9412e+00 -5.9671e-02 1.2915e+03 6.4804e+02 2.5113e+00 8.2188e+00 4.9081e+00 -9.9254e-01 -4.4917e-01 1.3509e+01 8.3652e+00 0.0000e+00 0.0000e+00
8.2407e-02 5.1790e+02 3.0253e+00 1.4122e-01 1.0461e+03 5.2557e+02 3.1543e+00 7.9377e+00 5.7818e+00 -1.2536e+00 -5.9219e-01 1.1955e+01 7.5141e+00 0.0000e+00 0.0000e+00
9.7035e-02 3.8302e+02 2.8443e+00 3.6730e-01 7.7654e+02 3.9088e+02 3.7226e+00 7.5988e+00 6.5248e+00 -1.4419e+00 -6.9720e-01 1.0445e+01 6.6737e+00 0.0000e+00 0.0000e+00
1.1426e-01 3.0485e+02 2.8334e+00 5.1625e-01 6.2063e+02 3.1306e+02 4.1605e+00 7.2045e+00 7.0876e+00 -1.5764e+00 -7.7599e-01 8.9666e+00 5.8674e+00 0.0000e+00 0.0000e+00
1.3454e-01 2.5685e+02 2.9422e+00 6.6123e-01 5.2546e+02 2.6565e+02 4.6288e+00 6.7585e+00 7.6253e+00 -1.7089e+00 -8.5512e-01 7.5494e+00 5.1253e+00 0.0000e+00 0.0000e+00
1.5842e-01 1.8324e+02 2.6089e+00 8.3981e-01 3.7778e+02 1.9175e+02 5.0003e+00 6.2639e+00 7.9876e+00 -1.7639e+00 -8.9162e-01 6.2814e+00 4.4328e+00 0.0000e+00 0.0000e+00
1.8654e-01 1.4382e+02 2.4925e+00 9.1978e-01 2.9882e+02 1.5225e+02 5.1442e+00 5.7343e+00 8.0609e+00 -1.7423e+00 -8.8781e-01 5.1388e+00 3.7996e+00 0.0000e+00 0.0000e+00
2.1965e-01 1.0575e+02 2.2288e+00 1.0011e+00 2.2215e+02 1.1379e+02 5.2388e+00 5.1816e+00 8.0258e+00 -1.6926e+00 -8.6752e-01 4.1424e+00 3.2325e+00 0.0000e+00 0.0000e+00
2.5864e-01 8.0154e+01 2.0257e+00 1.0175e+00 1.7035e+02 8.7754e+01 5.1343e+00 4.6207e+00 7.7431e+00 -1.5824e+00 -8.1424e-01 3.2936e+00 2.7260e+00 0.0000e+00 0.0000e+00
3.0455e-01 5.7701e+01 1.7464e+00 1.0093e+00 1.2454e+02 6.4636e+01 4.9311e+00 4.0658e+00 7.3249e+00 -1.4487e+00 -7.4688e-01 2.5860e+00 2.2798e+00 0.0000e+00 0.0000e+00
3.5861e-01 4.2168e+01 1.5110e+00 9.6809e-01 9.2582e+01 4.8442e+01 4.6273e+00 3.5309e+00 6.7836e+00 -1.2968e+00 -6.6875e-01 2.0056e+00 1.8918e+00 0.0000e+00 0.0000e+00
4.2226e-01 3.0601e+01 1.2882e+00 9.0286e-01 6.8515e+01 3.6180e+01 4.2473e+00 3.0273e+00 6.1556e+00 -1.1364e+00 -5.8522e-01 1.5389e+00 1.5573e+00 0.0000e+00 0.0000e+00
4.9721e-01 2.2043e+01 1.0824e+00 8.2232e-01 5.0465e+01 2.6922e+01 3.8233e+00 2.5637e+00 5.4842e+00 -9.7827e-01 -5.0219e-01 1.1694e+00 1.2720e+00 0.0000e+00 0.0000e+00
5.8547e-01 1.5802e+01 8.9845e-01 7.3356e-01 3.7090e+01 2.0009e+01 3.3817e+00 2.1457e+00 4.8050e+00 -8.2935e-01 -4.2358e-01 8.8109e-01 1.0312e+00 0.0000e+00 0.0000e+00
6.8939e-01 1.1280e+01 7.3744e-01 6.4234e-01 2.7216e+01 1.4862e+01 2.9440e+00 1.7760e+00 4.1461e+00 -6.9384e-01 -3.5189e-01 6.5890e-01 8.2988e-01 0.0000e+00 0.0000e+00
8.1176e-01 8.0319e+00 5.9943e-01 5.5343e-01 1.9969e+01 1.1046e+01 2.5267e+00 1.4549e+00 3.5284e+00 -5.7391e-01 -2.8844e-01 4.8958e-01 6.6327e-01 0.0000e+00 0.0000e+00
9.5585e-01 5.7084e+00 4.8289e-01 4.7009e-01 1.4658e+01 8.2191e+00 2.1412e+00 1.1806e+00 2.9656e+00 -4.7025e-01 -2.3370e-01 3.6181e-01 5.2666e-01 0.0000e+00 0.0000e+00
1.1255e+00 4.0526e+00 3.8578e-01 3.9421e-01 1.0770e+01 6.1253e+00 1.7941e+00 9.4954e-01 2.4650e+00 -3.8236e-01 -1.8744e-01 2.6619e-01 4.1565e-01 0.0000e+00 0.0000e+00
1.3253e+00 2.8756e+00 3.0573e-01 3.2659e-01 7.9224e+00 4.5730e+00 1.4880e+00 7.5764e-01 2.0286e+00 -3.0902e-01 -1.4904e-01 1.9515e-01 3.2619e-01 0.0000e+00 0.0000e+00
1.5605e+00 2.0403e+00 2.4036e-01 2.6735e-01 5.8356e+00 3.4205e+00 1.2229e+00 6.0015e-01 1.6547e+00 -2.4859e-01 -1.1762e-01 1.4267e-01 2.5466e-01 0.0000e+00 0.0000e+00
1.8375e+00 1.4480e+00 1.8740e-01 2.1618e-01 4.3037e+00 2.5629e+00 9.9643e-01 4.7232e-01 1.3390e+00 -1.9930e-01 -9.2225e-02 1.0409e-01 1.9787e-01 0.0000e+00 0.0000e+00
2.1637e+00 1.0279e+00 1.4474e-01 1.7249e-01 3.1763e+00 1.9231e+00 8.0535e-01 3.6953e-01 1.0757e+00 -1.5939e-01 -7.1895e-02 7.5827e-02 1.5309e-01 0.0000e+00 0.0000e+00
2.5478e+00 7.2981e-01 1.1058e-01 1.3555e-01 2.3442e+00 1.4441e+00 6.4567e-01 2.8760e-01 8.5827e-01 -1.2732e-01 -5.5749e-02 5.5183e-02 1.1798e-01 0.0000e+00 0.0000e+00
3.0000e+00 5.1795e-01 8.3372e-02 1.0460e-01 1.7281e+00 1.0843e+00 5.1326e-01 2.2276e-01 6.8034e-01 -1.0164e-01 -4.3008e-02 4.0131e-02 9.0593e-02 0.0000e+00 0.0000e+00
