# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
9.8506e-03 4.1708e+03 1.7855e+00 -7.4581e-01 8.3463e+03 4.1748e+03 3.3599e-02 7.4355e+01 1.4703e+00 7.8387e-01 5.7157e-01 1.9322e+02 1.2629e+02 0.0000e+00 0.0000e+00
1.1599e-02 4.4218e+03 2.5764e+00 -1.0378e+00 8.8507e+03 4.4225e+03 1.2719e-01 7.4269e+01 2.0572e+00 9.1726e-01 6.8520e-01 1.9125e+02 1.2433e+02 0.0000e+00 0.0000e+00
1.3658e-02 4.6008e+03 3.6346e+00 -1.3992e+00 9.2100e+03 4.6030e+03 3.0375e-01 7.4151e+01 2.8734e+00 1.0182e+00 7.8729e-01 1.8869e+02 1.2191e+02 0.0000e+00 0.0000e+00
1.6082e-02 4.6800e+03 4.9905e+00 -1.8162e+00 9.3707e+03 4.6872e+03 6.1374e-01 7.3992e+01 3.9980e+00 1.0478e+00 8.5519e-01 1.8539e+02 1.1895e+02 0.0000e+00 0.0000e+00
1.8937e-02 4.6328e+03 6.6360e+00 -2.2513e+00 9.2806e+03 4.6454e+03 1.1251e+00 7.3777e+01 5.5251e+00 9.5033e-01 8.5996e-01 1.8124e+02 1.1543e+02 0.0000e+00 0.0000e+00
2.2298e-02 4.4403e+03 8.5002e+00 -2.6396e+00 8.9013e+03 4.4565e+03 1.9192e+00 7.3488e+01 7.5548e+00 6.6830e-01 7.7135e-01 1.7611e+02 1.1130e+02 0.0000e+00 0.0000e+00
2.6256e-02 4.1021e+03 1.0439e+01 -2.8961e+00 8.2303e+03 4.1215e+03 3.0772e+00 7.3101e+01 1.0175e+01 1.6923e-01 5.6636e-01 1.6992e+02 1.0655e+02 0.0000e+00 0.0000e+00
3.0917e-02 3.6479e+03 1.2275e+01 -2.9434e+00 7.3278e+03 3.6720e+03 4.6570e+00 7.2586e+01 1.3437e+01 -5.6202e-01 2.3738e-01 1.6261e+02 1.0118e+02 0.0000e+00 0.0000e+00
3.6405e-02 3.1425e+03 1.3905e+01 -2.7568e+00 6.3232e+03 3.1718e+03 6.6730e+00 7.1904e+01 1.7336e+01 -1.5087e+00 -2.0969e-01 1.5414e+02 9.5192e+01 0.0000e+00 0.0000e+00
4.2867e-02 2.6726e+03 1.5450e+01 -2.3970e+00 5.3898e+03 2.7065e+03 9.1130e+00 7.1008e+01 2.1836e+01 -2.6627e+00 -7.7649e-01 1.4449e+02 8.8658e+01 0.0000e+00 0.0000e+00
5.0475e-02 2.3090e+03 1.7289e+01 -1.9648e+00 4.6701e+03 2.3490e+03 1.2021e+01 6.9844e+01 2.6944e+01 -4.0791e+00 -1.5019e+00 1.3363e+02 8.1723e+01 0.0000e+00 0.0000e+00
5.9435e-02 2.0529e+03 1.9702e+01 -1.4444e+00 4.1679e+03 2.1004e+03 1.5601e+01 6.8350e+01 3.2786e+01 -5.8701e+00 -2.4511e+00 1.2169e+02 7.4623e+01 0.0000e+00 0.0000e+00
6.9985e-02 1.8065e+03 2.2018e+01 -5.4971e-01 3.6858e+03 1.8624e+03 2.0080e+01 6.6464e+01 3.9434e+01 -8.0100e+00 -3.6073e+00 1.0907e+02 6.7578e+01 0.0000e+00 0.0000e+00
8.2407e-02 1.4566e+03 2.2461e+01 1.0028e+00 2.9929e+03 1.5180e+03 2.5114e+01 6.4127e+01 4.6316e+01 -1.0091e+01 -4.7387e+00 9.6429e+01 6.0651e+01 0.0000e+00 0.0000e+00
9.7035e-02 1.0773e+03 2.0966e+01 2.7237e+00 2.2354e+03 1.1399e+03 2.9495e+01 6.1316e+01 5.2095e+01 -1.1585e+01 -5.5599e+00 8.4166e+01 5.3822e+01 0.0000e+00 0.0000e+00
1.1426e-01 8.5596e+02 2.0662e+01 3.8204e+00 1.7957e+03 9.2116e+02 3.2791e+01 5.8053e+01 5.6390e+01 -1.2648e+01 -6.1661e+00 7.2186e+01 4.7282e+01 0.0000e+00 0.0000e+00
1.3454e-01 7.1746e+02 2.1103e+01 4.8450e+00 1.5240e+03 7.8689e+02 3.6235e+01 5.4371e+01 6.0390e+01 -1.3675e+01 -6.7591e+00 6.0749e+01 4.1267e+01 0.0000e+00 0.0000e+00
1.5842e-01 5.1437e+02 1.8573e+01 6.0742e+00 1.1141e+03 5.8132e+02 3.8840e+01 5.0304e+01 6.2933e+01 -1.4093e+01 -7.0121e+00 5.0534e+01 3.5668e+01 0.0000e+00 0.0000e+00
1.8654e-01 4.0243e+02 1.7421e+01 6.5666e+00 8.8848e+02 4.6835e+02 3.9672e+01 4.5966e+01 6.3217e+01 -1.3924e+01 -6.9518e+00 4.1367e+01 3.0562e+01 0.0000e+00 0.0000e+00
2.1965e-01 2.9751e+02 1.5385e+01 7.0053e+00 6.7393e+02 3.6007e+02 4.0029e+01 4.1460e+01 6.2565e+01 -1.3525e+01 -6.7548e+00 3.3401e+01 2.5996e+01 0.0000e+00 0.0000e+00
2.5864e-01 2.2526e+02 1.3683e+01 6.9967e+00 5.2416e+02 2.8402e+02 3.8918e+01 3.6912e+01 6.0067e+01 -1.2689e+01 -6.3166e+00 2.6637e+01 2.1930e+01 0.0000e+00 0.0000e+00
3.0455e-01 1.6405e+02 1.1644e+01 6.7914e+00 3.9463e+02 2.1754e+02 3.7058e+01 3.2438e+01 5.6535e+01 -1.1676e+01 -5.7738e+00 2.1010e+01 1.8358e+01 0.0000e+00 0.0000e+00
3.5861e-01 1.2084e+02 9.8665e+00 6.3617e+00 3.0114e+02 1.6905e+02 3.4481e+01 2.8150e+01 5.2115e+01 -1.0533e+01 -5.1567e+00 1.6402e+01 1.5258e+01 0.0000e+00 0.0000e+00
4.2226e-01 8.8546e+01 8.2109e+00 5.7828e+00 2.2929e+02 1.3129e+02 3.1400e+01 2.4135e+01 4.7113e+01 -9.3379e+00 -4.5089e+00 1.2697e+01 1.2590e+01 0.0000e+00 0.0000e+00
4.9721e-01 6.4577e+01 6.7079e+00 5.1139e+00 1.7421e+02 1.0189e+02 2.8051e+01 2.0458e+01 4.1853e+01 -8.1625e+00 -3.8722e+00 9.7571e+00 1.0317e+01 0.0000e+00 0.0000e+00
5.8547e-01 4.6952e+01 5.3777e+00 4.4031e+00 1.3218e+02 7.9094e+01 2.4619e+01 1.7156e+01 3.6590e+01 -7.0525e+00 -3.2733e+00 7.4522e+00 8.3999e+00 0.0000e+00 0.0000e+00
6.8939e-01 3.4043e+01 4.2211e+00 3.6883e+00 1.0010e+02 6.1379e+01 2.1248e+01 1.4244e+01 3.1520e+01 -6.0348e+00 -2.7282e+00 5.6627e+00 6.7960e+00 0.0000e+00 0.0000e+00
8.1176e-01 2.4618e+01 3.2307e+00 2.9981e+00 7.5581e+01 4.7582e+01 1.8043e+01 1.1718e+01 2.6780e+01 -5.1222e+00 -2.2448e+00 4.2843e+00 5.4656e+00 0.0000e+00 0.0000e+00
9.5585e-01 1.7740e+01 2.3943e+00 2.3521e+00 5.6793e+01 3.6795e+01 1.5071e+01 9.5566e+00 2.2454e+01 -4.3171e+00 -1.8248e+00 3.2290e+00 4.3700e+00 0.0000e+00 0.0000e+00
1.1255e+00 1.2723e+01 1.6982e+00 1.7644e+00 4.2353e+01 2.8326e+01 1.2371e+01 7.7306e+00 1.8582e+01 -3.6142e+00 -1.4657e+00 2.4248e+00 3.4739e+00 0.0000e+00 0.0000e+00
1.3253e+00 9.0621e+00 1.1297e+00 1.2460e+00 3.1231e+01 2.1652e+01 9.9602e+00 6.2042e+00 1.5171e+01 -3.0045e+00 -1.1626e+00 1.8137e+00 2.7453e+00 0.0000e+00 0.0000e+00
1.5605e+00 6.3915e+00 6.7785e-01 8.0595e-01 2.2669e+01 1.6379e+01 7.8447e+00 4.9400e+00 1.2207e+01 -2.4768e+00 -9.0956e-01 1.3503e+00 2.1558e+00 0.0000e+00 0.0000e+00
1.8375e+00 4.4481e+00 3.3312e-01 4.5180e-01 1.6109e+01 1.2216e+01 6.0226e+00 3.9013e+00 9.6662e+00 -2.0202e+00 -7.0047e-01 9.9942e-01 1.6812e+00 0.0000e+00 0.0000e+00
2.1637e+00 3.0425e+00 8.6479e-02 1.8778e-01 1.1141e+01 8.9466e+00 4.4894e+00 3.0541e+00 7.5173e+00 -1.6254e+00 -5.2976e-01 7.3412e-01 1.3008e+00 0.0000e+00 0.0000e+00
2.5478e+00 2.0372e+00 -7.2711e-02 1.2110e-02 7.4554e+00 6.4091e+00 3.2369e+00 2.3681e+00 5.7295e+00 -1.2853e+00 -3.9244e-01 5.3411e-01 9.9757e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.3311e+00 -1.5836e-01 -8.5299e-02 4.8032e+00 4.4778e+00 2.2509e+00 1.8168e+00 4.2717e+00 -9.9525e-01 -2.8408e-01 3.8412e-01 7.5730e-01 0.0000e+00 0.0000e+00
