# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
6.0336e-03 5.4959e+02 1.6453e-02 -7.0203e-03 1.0981e+03 5.5388e+02 -9.8077e-04 2.1758e+00 1.5692e-02 1.1525e-02 8.1886e-03 5.7438e+00 3.7953e+00 0.0000e+00 0.0000e+00
7.1046e-03 6.0659e+02 2.4943e-02 -1.0444e-02 1.2125e+03 6.0984e+02 -8.5816e-04 2.1749e+00 2.1934e-02 1.4908e-02 1.0612e-02 5.7198e+00 3.7686e+00 0.0000e+00 0.0000e+00
8.3657e-03 6.6205e+02 3.7306e-02 -1.5253e-02 1.3240e+03 6.6376e+02 -3.3083e-04 2.1736e+00 3.0686e-02 1.8787e-02 1.3482e-02 5.6875e+00 3.7338e+00 0.0000e+00 0.0000e+00
9.8506e-03 7.1312e+02 5.4915e-02 -2.1792e-02 1.4265e+03 7.1341e+02 9.8231e-04 2.1718e+00 4.2954e-02 2.2908e-02 1.6702e-02 5.6444e+00 3.6890e+00 0.0000e+00 0.0000e+00
1.1599e-02 7.5618e+02 7.9329e-02 -3.0329e-02 1.5128e+03 7.5571e+02 3.7182e-03 2.1693e+00 6.0107e-02 2.6814e-02 2.0026e-02 5.5873e+00 3.6323e+00 0.0000e+00 0.0000e+00
1.3658e-02 7.8699e+02 1.1206e-01 -4.0903e-02 1.5743e+03 7.8652e+02 8.8814e-03 2.1660e+00 8.3969e-02 2.9777e-02 2.3017e-02 5.5129e+00 3.5619e+00 0.0000e+00 0.0000e+00
1.6082e-02 8.0082e+02 1.5414e-01 -5.3108e-02 1.6019e+03 8.0086e+02 1.7952e-02 2.1615e+00 1.1686e-01 3.0665e-02 2.5012e-02 5.4175e+00 3.4761e+00 0.0000e+00 0.0000e+00
1.8937e-02 7.9310e+02 2.0539e-01 -6.5858e-02 1.5866e+03 7.9360e+02 3.2925e-02 2.1554e+00 1.6155e-01 2.7845e-02 2.5167e-02 5.2971e+00 3.3736e+00 0.0000e+00 0.0000e+00
2.2298e-02 7.6059e+02 2.6378e-01 -7.7253e-02 1.5219e+03 7.6119e+02 5.6199e-02 2.1473e+00 2.2100e-01 1.9639e-02 2.2594e-02 5.1486e+00 3.2537e+00 0.0000e+00 0.0000e+00
2.6256e-02 7.0319e+02 3.2498e-01 -8.4796e-02 1.4072e+03 7.0371e+02 9.0190e-02 2.1364e+00 2.9783e-01 5.0887e-03 1.6616e-02 4.9694e+00 3.1159e+00 0.0000e+00 0.0000e+00
3.0917e-02 6.2592e+02 3.8355e-01 -8.6199e-02 1.2528e+03 6.2659e+02 1.3666e-01 2.1219e+00 3.9362e-01 -1.6261e-02 7.0014e-03 4.7578e+00 2.9600e+00 0.0000e+00 0.0000e+00
3.6405e-02 5.3981e+02 4.3637e-01 -8.0693e-02 1.0808e+03 5.4070e+02 1.9613e-01 2.1027e+00 5.0839e-01 -4.3937e-02 -6.0922e-03 4.5128e+00 2.7864e+00 0.0000e+00 0.0000e+00
4.2867e-02 4.5972e+02 4.8738e-01 -6.9994e-02 9.2079e+02 4.6069e+02 2.6838e-01 2.0774e+00 6.4122e-01 -7.7727e-02 -2.2734e-02 4.2331e+00 2.5968e+00 0.0000e+00 0.0000e+00
5.0475e-02 3.9785e+02 5.4892e-01 -5.7003e-02 7.9730e+02 3.9904e+02 3.5495e-01 2.0446e+00 7.9260e-01 -1.1930e-01 -4.4108e-02 3.9185e+00 2.3954e+00 0.0000e+00 0.0000e+00
5.9435e-02 3.5458e+02 6.3072e-01 -4.1135e-02 7.1108e+02 3.5598e+02 4.6216e-01 2.0025e+00 9.6665e-01 -1.7208e-01 -7.2225e-02 3.5720e+00 2.1892e+00 0.0000e+00 0.0000e+00
6.9985e-02 3.1298e+02 7.1205e-01 -1.3596e-02 6.2822e+02 3.1464e+02 5.9745e-01 1.9492e+00 1.1661e+00 -2.3552e-01 -1.0673e-01 3.2052e+00 1.9844e+00 0.0000e+00 0.0000e+00
8.2407e-02 2.5298e+02 7.3398e-01 3.4648e-02 5.0843e+02 2.5481e+02 7.5131e-01 1.8830e+00 1.3748e+00 -2.9768e-01 -1.4085e-01 2.8372e+00 1.7829e+00 0.0000e+00 0.0000e+00
9.7035e-02 1.8709e+02 6.9129e-01 8.9165e-02 3.7671e+02 1.8896e+02 8.8788e-01 1.8032e+00 1.5529e+00 -3.4257e-01 -1.6599e-01 2.4796e+00 1.5839e+00 0.0000e+00 0.0000e+00
1.1426e-01 1.4897e+02 6.9052e-01 1.2540e-01 3.0058e+02 1.5093e+02 9.9376e-01 1.7103e+00 1.6885e+00 -3.7466e-01 -1.8493e-01 2.1291e+00 1.3928e+00 0.0000e+00 0.0000e+00
1.3454e-01 1.2570e+02 7.2009e-01 1.6104e-01 2.5424e+02 1.2780e+02 1.1077e+00 1.6052e+00 1.8189e+00 -4.0645e-01 -2.0409e-01 1.7928e+00 1.2169e+00 0.0000e+00 0.0000e+00
1.5842e-01 8.9538e+01 6.3947e-01 2.0524e-01 1.8180e+02 9.1567e+01 1.1991e+00 1.4884e+00 1.9081e+00 -4.1971e-01 -2.1310e-01 1.4917e+00 1.0527e+00 0.0000e+00 0.0000e+00
1.8654e-01 7.0328e+01 6.1362e-01 2.2552e-01 1.4337e+02 7.2345e+01 1.2360e+00 1.3632e+00 1.9280e+00 -4.1449e-01 -2.1243e-01 1.2201e+00 9.0237e-01 0.0000e+00 0.0000e+00
2.1965e-01 5.1616e+01 5.4997e-01 2.4671e-01 1.0581e+02 5.3542e+01 1.2619e+00 1.2324e+00 1.9227e+00 -4.0263e-01 -2.0789e-01 9.8293e-01 7.6765e-01 0.0000e+00 0.0000e+00
2.5864e-01 3.9123e+01 5.0224e-01 2.5174e-01 8.0691e+01 4.0948e+01 1.2391e+00 1.0995e+00 1.8572e+00 -3.7594e-01 -1.9528e-01 7.8070e-01 6.4723e-01 0.0000e+00 0.0000e+00
3.0455e-01 2.8041e+01 4.3344e-01 2.5090e-01 5.8307e+01 2.9706e+01 1.1924e+00 9.6767e-01 1.7589e+00 -3.4351e-01 -1.7925e-01 6.1200e-01 5.4106e-01 0.0000e+00 0.0000e+00
3.5861e-01 2.0421e+01 3.7599e-01 2.4173e-01 4.2853e+01 2.1928e+01 1.1208e+00 8.4039e-01 1.6304e+00 -3.0657e-01 -1.6053e-01 4.7349e-01 4.4866e-01 0.0000e+00 0.0000e+00
4.2226e-01 1.4754e+01 3.2130e-01 2.2631e-01 3.1293e+01 1.6093e+01 1.0299e+00 7.2032e-01 1.4800e+00 -2.6746e-01 -1.4039e-01 3.6212e-01 3.6893e-01 0.0000e+00 0.0000e+00
4.9721e-01 1.0563e+01 2.7037e-01 2.0679e-01 2.2685e+01 1.1734e+01 9.2735e-01 6.0957e-01 1.3182e+00 -2.2883e-01 -1.2028e-01 2.7400e-01 3.0088e-01 0.0000e+00 0.0000e+00
5.8547e-01 7.5161e+00 2.2464e-01 1.8495e-01 1.6371e+01 8.5228e+00 8.1978e-01 5.0955e-01 1.1537e+00 -1.9244e-01 -1.0118e-01 2.0530e-01 2.4341e-01 0.0000e+00 0.0000e+00
6.8939e-01 5.3152e+00 1.8440e-01 1.6223e-01 1.1765e+01 6.1692e+00 7.1256e-01 4.2098e-01 9.9360e-01 -1.5937e-01 -8.3725e-02 1.5248e-01 1.9536e-01 0.0000e+00 0.0000e+00
8.1176e-01 3.7429e+00 1.4982e-01 1.3990e-01 8.4347e+00 4.4582e+00 6.0991e-01 3.4397e-01 8.4306e-01 -1.3018e-01 -6.8264e-02 1.1235e-01 1.5560e-01 0.0000e+00 0.0000e+00
9.5585e-01 2.6261e+00 1.2060e-01 1.1888e-01 6.0371e+00 3.2184e+00 5.1487e-01 2.7813e-01 7.0570e-01 -1.0506e-01 -5.4933e-02 8.2204e-02 1.2302e-01 0.0000e+00 0.0000e+00
1.1255e+00 1.8373e+00 9.6275e-02 9.9764e-02 4.3171e+00 2.3227e+00 4.2926e-01 2.2272e-01 5.8351e-01 -8.3902e-02 -4.3695e-02 5.9776e-02 9.6581e-02 0.0000e+00 0.0000e+00
1.3253e+00 1.2826e+00 7.6285e-02 8.2811e-02 3.0862e+00 1.6767e+00 3.5394e-01 1.7675e-01 4.7714e-01 -6.6406e-02 -3.4400e-02 4.3237e-02 7.5323e-02 0.0000e+00 0.0000e+00
1.5605e+00 8.9398e-01 6.0046e-02 6.8055e-02 2.2069e+00 1.2113e+00 2.8896e-01 1.3910e-01 3.8627e-01 -5.2167e-02 -2.6844e-02 3.1131e-02 5.8378e-02 0.0000e+00 0.0000e+00
1.8375e+00 6.2253e-01 4.6987e-02 5.5415e-02 1.5795e+00 8.7624e-01 2.3385e-01 1.0864e-01 3.0992e-01 -4.0717e-02 -2.0785e-02 2.2328e-02 4.4984e-02 0.0000e+00 0.0000e+00
2.1637e+00 4.3332e-01 3.6572e-02 4.4752e-02 1.1319e+00 6.3487e-01 1.8779e-01 8.4258e-02 2.4670e-01 -3.1599e-02 -1.5987e-02 1.5964e-02 3.4477e-02 0.0000e+00 0.0000e+00
2.5478e+00 3.0165e-01 2.8330e-02 3.5893e-02 8.1241e-01 4.6088e-01 1.4979e-01 6.4938e-02 1.9499e-01 -2.4425e-02 -1.2226e-02 1.1385e-02 2.6295e-02 0.0000e+00 0.0000e+00
3.0000e+00 2.1009e-01 2.1851e-02 2.8612e-02 5.8424e-01 3.3529e-01 1.1878e-01 4.9765e-02 1.5316e-01 -1.8841e-02 -9.3051e-03 8.1039e-03 1.9965e-02 0.0000e+00 0.0000e+00
