# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
3.0917e-02 6.9174e+02 4.6788e-01 -1.0529e-01 1.3847e+03 6.9257e+02 1.6693e-01 2.5921e+00 4.8082e-01 -1.9869e-02 8.5511e-03 5.8120e+00 3.6159e+00 0.0000e+00 0.0000e+00
3.6405e-02 5.9656e+02 5.3227e-01 -9.8571e-02 1.1946e+03 5.9765e+02 2.3956e-01 2.5686e+00 6.2100e-01 -5.3677e-02 -7.4431e-03 5.5125e+00 3.4038e+00 0.0000e+00 0.0000e+00
4.2867e-02 5.0804e+02 5.9443e-01 -8.5506e-02 1.0177e+03 5.0923e+02 3.2780e-01 2.5377e+00 7.8322e-01 -9.4952e-02 -2.7771e-02 5.1709e+00 3.1721e+00 0.0000e+00 0.0000e+00
5.0475e-02 4.3965e+02 6.6939e-01 -6.9645e-02 8.8125e+02 4.4110e+02 4.3350e-01 2.4976e+00 9.6809e-01 -1.4573e-01 -5.3876e-02 4.7865e+00 2.9260e+00 0.0000e+00 0.0000e+00
5.9435e-02 3.9182e+02 7.6901e-01 -5.0279e-02 7.8597e+02 3.9352e+02 5.6440e-01 2.4461e+00 1.1806e+00 -2.1019e-01 -8.8214e-02 4.3631e+00 2.6740e+00 0.0000e+00 0.0000e+00
6.9985e-02 3.4582e+02 8.6800e-01 -1.6676e-02 6.9440e+02 3.4785e+02 7.2956e-01 2.3809e+00 1.4241e+00 -2.8768e-01 -1.3035e-01 3.9150e+00 2.4239e+00 0.0000e+00 0.0000e+00
8.2407e-02 2.7951e+02 8.9454e-01 4.2181e-02 5.6204e+02 2.8174e+02 9.1733e-01 2.3000e+00 1.6789e+00 -3.6357e-01 -1.7200e-01 3.4654e+00 2.1777e+00 0.0000e+00 0.0000e+00
9.7035e-02 2.0672e+02 8.4236e-01 1.0866e-01 4.1651e+02 2.0900e+02 1.0839e+00 2.2025e+00 1.8962e+00 -4.1837e-01 -2.0268e-01 3.0286e+00 1.9346e+00 0.0000e+00 0.0000e+00
1.1426e-01 1.6459e+02 8.4120e-01 1.5281e-01 3.3239e+02 1.6698e+02 1.2130e+00 2.0889e+00 2.0616e+00 -4.5755e-01 -2.2578e-01 2.6004e+00 1.7012e+00 0.0000e+00 0.0000e+00
1.3454e-01 1.3885e+02 8.7685e-01 1.9620e-01 2.8117e+02 1.4142e+02 1.3518e+00 1.9604e+00 2.2205e+00 -4.9633e-01 -2.4914e-01 2.1896e+00 1.4863e+00 0.0000e+00 0.0000e+00
1.5842e-01 9.8926e+01 7.7857e-01 2.4996e-01 2.0117e+02 1.0140e+02 1.4631e+00 1.8177e+00 2.3290e+00 -5.1251e-01 -2.6009e-01 1.8219e+00 1.2857e+00 0.0000e+00 0.0000e+00
1.8654e-01 7.7696e+01 7.4679e-01 2.7457e-01 1.5869e+02 8.0158e+01 1.5079e+00 1.6648e+00 2.3530e+00 -5.0615e-01 -2.5925e-01 1.4902e+00 1.1021e+00 0.0000e+00 0.0000e+00
2.1965e-01 5.7035e+01 6.6918e-01 3.0022e-01 1.1722e+02 5.9385e+01 1.5390e+00 1.5050e+00 2.3462e+00 -4.9167e-01 -2.5367e-01 1.2006e+00 9.3756e-01 0.0000e+00 0.0000e+00
2.5864e-01 4.3231e+01 6.1083e-01 3.0622e-01 8.9439e+01 4.5457e+01 1.5109e+00 1.3426e+00 2.2660e+00 -4.5913e-01 -2.3827e-01 9.5368e-01 7.9050e-01 0.0000e+00 0.0000e+00
3.0455e-01 3.0999e+01 5.2712e-01 3.0506e-01 6.4709e+01 3.3030e+01 1.4538e+00 1.1816e+00 2.1459e+00 -4.1962e-01 -2.1869e-01 7.4772e-01 6.6087e-01 0.0000e+00 0.0000e+00
3.5861e-01 2.2584e+01 4.5716e-01 2.9379e-01 4.7618e+01 2.4422e+01 1.3663e+00 1.0262e+00 1.9889e+00 -3.7461e-01 -1.9586e-01 5.7865e-01 5.4805e-01 0.0000e+00 0.0000e+00
4.2226e-01 1.6324e+01 3.9061e-01 2.7496e-01 3.4823e+01 1.7958e+01 1.2553e+00 8.7959e-01 1.8054e+00 -3.2697e-01 -1.7129e-01 4.4270e-01 4.5071e-01 0.0000e+00 0.0000e+00
4.9721e-01 1.1696e+01 3.2868e-01 2.5119e-01 2.5289e+01 1.3123e+01 1.1303e+00 7.4442e-01 1.6081e+00 -2.7993e-01 -1.4678e-01 3.3512e-01 3.6764e-01 0.0000e+00 0.0000e+00
5.8547e-01 8.3285e+00 2.7311e-01 2.2463e-01 1.8288e+01 9.5574e+00 9.9933e-01 6.2236e-01 1.4077e+00 -2.3562e-01 -1.2351e-01 2.5125e-01 2.9748e-01 0.0000e+00 0.0000e+00
6.8939e-01 5.8959e+00 2.2422e-01 1.9705e-01 1.3174e+01 6.9388e+00 8.6883e-01 5.1428e-01 1.2126e+00 -1.9535e-01 -1.0226e-01 1.8674e-01 2.3882e-01 0.0000e+00 0.0000e+00
8.1176e-01 4.1571e+00 1.8224e-01 1.6996e-01 9.4712e+00 5.0311e+00 7.4397e-01 4.2033e-01 1.0293e+00 -1.5978e-01 -8.3425e-02 1.3772e-01 1.9029e-01 0.0000e+00 0.0000e+00
9.5585e-01 2.9211e+00 1.4677e-01 1.4449e-01 6.7996e+00 3.6453e+00 6.2839e-01 3.4001e-01 8.6201e-01 -1.2917e-01 -6.7188e-02 1.0088e-01 1.5052e-01 0.0000e+00 0.0000e+00
1.1255e+00 2.0472e+00 1.1724e-01 1.2132e-01 4.8788e+00 2.6414e+00 5.2431e-01 2.7241e-01 7.1323e-01 -1.0336e-01 -5.3497e-02 7.3449e-02 1.1824e-01 0.0000e+00 0.0000e+00
1.3253e+00 1.4320e+00 9.2961e-02 1.0076e-01 3.5006e+00 1.9149e+00 4.3271e-01 2.1631e-01 5.8371e-01 -8.2000e-02 -4.2170e-02 5.3208e-02 9.2282e-02 0.0000e+00 0.0000e+00
1.5605e+00 1.0003e+00 7.3232e-02 8.2855e-02 2.5132e+00 1.3897e+00 3.5366e-01 1.7037e-01 4.7303e-01 -6.4594e-02 -3.2955e-02 3.8377e-02 7.1583e-02 0.0000e+00 0.0000e+00
1.8375e+00 6.9832e-01 5.7354e-02 6.7513e-02 1.8063e+00 1.0102e+00 2.8659e-01 1.3318e-01 3.8000e-01 -5.0575e-02 -2.5560e-02 2.7580e-02 5.5214e-02 0.0000e+00 0.0000e+00
2.1637e+00 4.8741e-01 4.4677e-02 5.4558e-02 1.3001e+00 7.3557e-01 2.3048e-01 1.0340e-01 3.0290e-01 -3.9391e-02 -1.9697e-02 1.9763e-02 4.2366e-02 0.0000e+00 0.0000e+00
2.5478e+00 3.4030e-01 3.4633e-02 4.3776e-02 9.3742e-01 5.3674e-01 1.8413e-01 7.9791e-02 2.3978e-01 -3.0573e-02 -1.5096e-02 1.4130e-02 3.2354e-02 0.0000e+00 0.0000e+00
3.0000e+00 2.3775e-01 2.6724e-02 3.4894e-02 6.7727e-01 3.9253e-01 1.4624e-01 6.1233e-02 1.8867e-01 -2.3688e-02 -1.1516e-02 1.0086e-02 2.4602e-02 0.0000e+00 0.0000e+00
