# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
1.4457e-04 1.8046e-06 -4.4131e-07 6.8221e-07 6.8160e-07 1.8967e-02 3.7929e-02
1.4591e-04 1.8719e-06 -4.5770e-07 7.0773e-07 7.0710e-07 1.9320e-02 3.8635e-02
1.4726e-04 1.9418e-06 -4.7470e-07 7.3421e-07 7.3354e-07 1.9679e-02 3.9353e-02
1.4862e-04 2.0143e-06 -4.9232e-07 7.6167e-07 7.6098e-07 2.0045e-02 4.0085e-02
1.5000e-04 2.0895e-06 -5.1060e-07 7.9017e-07 7.8944e-07 2.0418e-02 4.0830e-02
1.5139e-04 2.1675e-06 -5.2956e-07 8.1972e-07 8.1896e-07 2.0798e-02 4.1590e-02
1.5279e-04 2.2484e-06 -5.4921e-07 8.5039e-07 8.4959e-07 2.1185e-02 4.2363e-02
1.5420e-04 2.3324e-06 -5.6960e-07 8.8220e-07 8.8136e-07 2.1579e-02 4.3151e-02
1.5563e-04 2.4194e-06 -5.9074e-07 9.1520e-07 9.1432e-07 2.1980e-02 4.3954e-02
1.5707e-04 2.5097e-06 -6.1266e-07 9.4943e-07 9.4851e-07 2.2389e-02 4.4771e-02
1.5853e-04 2.6034e-06 -6.3539e-07 9.8494e-07 9.8398e-07 2.2806e-02 4.5604e-02
1.5999e-04 2.7005e-06 -6.5896e-07 1.0218e-06 1.0208e-06 2.3230e-02 4.6452e-02
1.6147e-04 2.8013e-06 -6.8341e-07 1.0600e-06 1.0589e-06 2.3662e-02 4.7315e-02
1.6297e-04 2.9059e-06 -7.0876e-07 1.0996e-06 1.0985e-06 2.4102e-02 4.8195e-02
1.6448e-04 3.0143e-06 -7.3505e-07 1.1408e-06 1.1396e-06 2.4550e-02 4.9092e-02
1.6600e-04 3.1268e-06 -7.6231e-07 1.1834e-06 1.1822e-06 2.5007e-02 5.0005e-02
1.6754e-04 3.2434e-06 -7.9057e-07 1.2277e-06 1.2264e-06 2.5472e-02 5.0934e-02
1.6909e-04 3.3644e-06 -8.1988e-07 1.2736e-06 1.2722e-06 2.5946e-02 5.1882e-02
1.7065e-04 3.4899e-06 -8.5028e-07 1.3212e-06 1.3198e-06 2.6428e-02 5.2847e-02
1.7223e-04 3.6201e-06 -8.8180e-07 1.3706e-06 1.3691e-06 2.6920e-02 5.3829e-02
1.7383e-04 3.7551e-06 -9.1448e-07 1.4218e-06 1.4203e-06 2.7421e-02 5.4830e-02
1.7544e-04 3.8952e-06 -9.4837e-07 1.4750e-06 1.4734e-06 2.7931e-02 5.5850e-02
1.7706e-04 4.0405e-06 -9.8352e-07 1.5301e-06 1.5285e-06 2.8450e-02 5.6888e-02
1.7870e-04 4.1912e-06 -1.0200e-06 1.5873e-06 1.5856e-06 2.8979e-02 5.7946e-02
1.8035e-04 4.3475e-06 -1.0577e-06 1.6467e-06 1.6448e-06 2.9518e-02 5.9024e-02
1.8202e-04 4.5096e-06 -1.0969e-06 1.7082e-06 1.7063e-06 3.0068e-02 6.0122e-02
1.8371e-04 4.6777e-06 -1.1376e-06 1.7721e-06 1.7701e-06 3.0627e-02 6.1240e-02
1.8541e-04 4.8522e-06 -1.1797e-06 1.8383e-06 1.8362e-06 3.1196e-02 6.2378e-02
1.8713e-04 5.0331e-06 -1.2234e-06 1.9070e-06 1.9048e-06 3.1777e-02 6.3538e-02
1.8886e-04 5.2207e-06 -1.2687e-06 1.9783e-06 1.9760e-06 3.2368e-02 6.4720e-02
1.9061e-04 5.4153e-06 -1.3156e-06 2.0523e-06 2.0498e-06 3.2970e-02 6.5923e-02
1.9237e-04 5.6172e-06 -1.3643e-06 2.1290e-06 2.1264e-06 3.3583e-02 6.7149e-02
1.9415e-04 5.8266e-06 -1.4148e-06 2.2085e-06 2.2058e-06 3.4208e-02 6.8398e-02
1.9595e-04 6.0437e-06 -1.4672e-06 2.2911e-06 2.2882e-06 3.4844e-02 6.9670e-02
1.9776e-04 6.2690e-06 -1.5215e-06 2.3767e-06 2.3737e-06 3.5492e-02 7.0965e-02
1.9960e-04 6.5026e-06 -1.5778e-06 2.4655e-06 2.4624e-06 3.6152e-02 7.2285e-02
2.0144e-04 6.7449e-06 -1.6361e-06 2.5576e-06 2.5544e-06 3.6825e-02 7.3629e-02
2.0331e-04 6.9963e-06 -1.6966e-06 2.6532e-06 2.6498e-06 3.7509e-02 7.4998e-02
2.0519e-04 7.2569e-06 -1.7594e-06 2.7523e-06 2.7487e-06 3.8207e-02 7.6392e-02
2.0709e-04 7.5273e-06 -1.8244e-06 2.8551e-06 2.8514e-06 3.8918e-02 7.7813e-02
2.0901e-04 7.8077e-06 -1.8919e-06 2.9618e-06 2.9579e-06 3.9642e-02 7.9260e-02
2.1094e-04 8.0986e-06 -1.9618e-06 3.0725e-06 3.0683e-06 4.0379e-02 8.0734e-02
2.1289e-04 8.4003e-06 -2.0343e-06 3.1872e-06 3.1829e-06 4.1130e-02 8.2235e-02
2.1487e-04 8.7132e-06 -2.1095e-06 3.3063e-06 3.3018e-06 4.1895e-02 8.3764e-02
2.1685e-04 9.0377e-06 -2.1875e-06 3.4298e-06 3.4251e-06 4.2674e-02 8.5321e-02
2.1886e-04 9.3742e-06 -2.2683e-06 3.5579e-06 3.5529e-06 4.3468e-02 8.6908e-02
2.2089e-04 9.7233e-06 -2.3521e-06 3.6908e-06 3.6856e-06 4.4276e-02 8.8524e-02
2.2293e-04 1.0085e-05 -2.4390e-06 3.8287e-06 3.8232e-06 4.5100e-02 9.0170e-02
2.2500e-04 1.0461e-05 -2.5290e-06 3.9716e-06 3.9659e-06 4.5939e-02 9.1846e-02
2.2708e-04 1.0850e-05 -2.6224e-06 4.1200e-06 4.1139e-06 4.6793e-02 9.3554e-02
2.2918e-04 1.1254e-05 -2.7192e-06 4.2738e-06 4.2675e-06 4.7663e-02 9.5293e-02
2.3130e-04 1.1673e-05 -2.8196e-06 4.4334e-06 4.4268e-06 4.8550e-02 9.7065e-02
2.3344e-04 1.2108e-05 -2.9237e-06 4.5990e-06 4.5920e-06 4.9453e-02 9.8870e-02
2.3561e-04 1.2558e-05 -3.0316e-06 4.7707e-06 4.7634e-06 5.0373e-02 1.0071e-01
2.3779e-04 1.3026e-05 -3.1434e-06 4.9488e-06 4.9412e-06 5.1310e-02 1.0258e-01
2.3999e-04 1.3511e-05 -3.2594e-06 5.1336e-06 5.1255e-06 5.2264e-02 1.0449e-01
2.4221e-04 1.4013e-05 -3.3796e-06 5.3252e-06 5.3168e-06 5.3236e-02 1.0643e-01
2.4445e-04 1.4535e-05 -3.5043e-06 5.5240e-06 5.5152e-06 5.4226e-02 1.0841e-01
2.4672e-04 1.5076e-05 -3.6335e-06 5.7302e-06 5.7210e-06 5.5235e-02 1.1042e-01
2.4900e-04 1.5636e-05 -3.7675e-06 5.9441e-06 5.9344e-06 5.6262e-02 1.1248e-01
2.5130e-04 1.6218e-05 -3.9063e-06 6.1660e-06 6.1558e-06 5.7309e-02 1.1457e-01
2.5363e-04 1.6821e-05 -4.0503e-06 6.3961e-06 6.3855e-06 5.8374e-02 1.1670e-01
2.5598e-04 1.7447e-05 -4.1996e-06 6.6349e-06 6.6237e-06 5.9460e-02 1.1887e-01
2.5835e-04 1.8096e-05 -4.3543e-06 6.8825e-06 6.8707e-06 6.0566e-02 1.2108e-01
2.6074e-04 1.8769e-05 -4.5147e-06 7.1393e-06 7.1270e-06 6.1693e-02 1.2333e-01
2.6315e-04 1.9467e-05 -4.6810e-06 7.4057e-06 7.3928e-06 6.2840e-02 1.2562e-01
2.6559e-04 2.0190e-05 -4.8534e-06 7.6821e-06 7.6685e-06 6.4009e-02 1.2796e-01
2.6805e-04 2.0941e-05 -5.0321e-06 7.9687e-06 7.9545e-06 6.5199e-02 1.3034e-01
2.7053e-04 2.1720e-05 -5.2173e-06 8.2660e-06 8.2511e-06 6.6412e-02 1.3276e-01
2.7303e-04 2.2527e-05 -5.4094e-06 8.5744e-06 8.5588e-06 6.7647e-02 1.3523e-01
2.7556e-04 2.3364e-05 -5.6084e-06 8.8943e-06 8.8779e-06 6.8905e-02 1.3774e-01
2.7811e-04 2.4233e-05 -5.8148e-06 9.2261e-06 9.2089e-06 7.0187e-02 1.4030e-01
2.8069e-04 2.5133e-05 -6.0287e-06 9.5703e-06 9.5522e-06 7.1492e-02 1.4291e-01
2.8329e-04 2.6067e-05 -6.2504e-06 9.9272e-06 9.9083e-06 7.2822e-02 1.4557e-01
2.8591e-04 2.7036e-05 -6.4803e-06 1.0298e-05 1.0278e-05 7.4176e-02 1.4827e-01
2.8856e-04 2.8040e-05 -6.7185e-06 1.0682e-05 1.0661e-05 7.5556e-02 1.5103e-01
2.9123e-04 2.9082e-05 -6.9655e-06 1.1080e-05 1.1058e-05 7.6961e-02 1.5383e-01
2.9392e-04 3.0162e-05 -7.2215e-06 1.1493e-05 1.1470e-05 7.8392e-02 1.5669e-01
2.9664e-04 3.1282e-05 -7.4869e-06 1.1922e-05 1.1898e-05 7.9850e-02 1.5961e-01
2.9939e-04 3.2444e-05 -7.7619e-06 1.2366e-05 1.2341e-05 8.1335e-02 1.6257e-01
3.0216e-04 3.3649e-05 -8.0470e-06 1.2827e-05 1.2801e-05 8.2848e-02 1.6560e-01
3.0496e-04 3.4898e-05 -8.3426e-06 1.3306e-05 1.3278e-05 8.4389e-02 1.6867e-01
3.0778e-04 3.6194e-05 -8.6489e-06 1.3802e-05 1.3772e-05 8.5958e-02 1.7181e-01
3.1063e-04 3.7537e-05 -8.9664e-06 1.4316e-05 1.4286e-05 8.7557e-02 1.7500e-01
3.1351e-04 3.8931e-05 -9.2955e-06 1.4850e-05 1.4818e-05 8.9185e-02 1.7825e-01
3.1641e-04 4.0376e-05 -9.6366e-06 1.5403e-05 1.5370e-05 9.0844e-02 1.8157e-01
3.1934e-04 4.1874e-05 -9.9901e-06 1.5978e-05 1.5942e-05 9.2534e-02 1.8494e-01
3.2230e-04 4.3428e-05 -1.0357e-05 1.6573e-05 1.6536e-05 9.4255e-02 1.8838e-01
3.2528e-04 4.5039e-05 -1.0736e-05 1.7191e-05 1.7152e-05 9.6008e-02 1.9188e-01
3.2829e-04 4.6710e-05 -1.1130e-05 1.7831e-05 1.7790e-05 9.7793e-02 1.9545e-01
3.3133e-04 4.8443e-05 -1.1538e-05 1.8496e-05 1.8453e-05 9.9612e-02 1.9908e-01
3.3440e-04 5.0240e-05 -1.1961e-05 1.9185e-05 1.9140e-05 1.0146e-01 2.0278e-01
3.3749e-04 5.2104e-05 -1.2399e-05 1.9900e-05 1.9852e-05 1.0335e-01 2.0655e-01
3.4062e-04 5.4036e-05 -1.2853e-05 2.0641e-05 2.0591e-05 1.0527e-01 2.1038e-01
3.4377e-04 5.6040e-05 -1.3324e-05 2.1410e-05 2.1358e-05 1.0723e-01 2.1429e-01
3.4695e-04 5.8117e-05 -1.3812e-05 2.2208e-05 2.2153e-05 1.0923e-01 2.1828e-01
3.5016e-04 6.0272e-05 -1.4318e-05 2.3035e-05 2.2977e-05 1.1126e-01 2.2233e-01
3.5341e-04 6.2506e-05 -1.4842e-05 2.3893e-05 2.3832e-05 1.1333e-01 2.2646e-01
3.5668e-04 6.4823e-05 -1.5385e-05 2.4783e-05 2.4719e-05 1.1543e-01 2.3067e-01
3.5998e-04 6.7225e-05 -1.5948e-05 2.5706e-05 2.5639e-05 1.1758e-01 2.3496e-01
3.6331e-04 6.9717e-05 -1.6531e-05 2.6663e-05 2.6593e-05 1.1977e-01 2.3932e-01
3.6668e-04 7.2300e-05 -1.7135e-05 2.7656e-05 2.7582e-05 1.2199e-01 2.4377e-01
3.7007e-04 7.4978e-05 -1.7762e-05 2.8686e-05 2.8608e-05 1.2426e-01 2.4830e-01
3.7350e-04 7.7756e-05 -1.8411e-05 2.9754e-05 2.9673e-05 1.2657e-01 2.5291e-01
3.7695e-04 8.0636e-05 -1.9084e-05 3.0861e-05 3.0776e-05 1.2893e-01 2.5761e-01
3.8044e-04 8.3622e-05 -1.9781e-05 3.2010e-05 3.1921e-05 1.3133e-01 2.6240e-01
3.8397e-04 8.6719e-05 -2.0503e-05 3.3202e-05 3.3108e-05 1.3377e-01 2.6728e-01
3.8752e-04 8.9930e-05 -2.1252e-05 3.4438e-05 3.4339e-05 1.3626e-01 2.7224e-01
3.9111e-04 9.3259e-05 -2.2028e-05 3.5719e-05 3.5616e-05 1.3879e-01 2.7730e-01
3.9473e-04 9.6712e-05 -2.2832e-05 3.7049e-05 3.6940e-05 1.4137e-01 2.8245e-01
3.9838e-04 1.0029e-04 -2.3665e-05 3.8427e-05 3.8313e-05 1.4400e-01 2.8770e-01
4.0207e-04 1.0400e-04 -2.4528e-05 3.9857e-05 3.9738e-05 1.4668e-01 2.9304e-01
4.0579e-04 1.0785e-04 -2.5423e-05 4.1340e-05 4.1215e-05 1.4941e-01 2.9849e-01
4.0955e-04 1.1184e-04 -2.6349e-05 4.2878e-05 4.2746e-05 1.5218e-01 3.0403e-01
4.1334e-04 1.1598e-04 -2.7310e-05 4.4474e-05 4.4335e-05 1.5501e-01 3.0968e-01
4.1717e-04 1.2027e-04 -2.8305e-05 4.6128e-05 4.5982e-05 1.5790e-01 3.1543e-01
4.2103e-04 1.2472e-04 -2.9336e-05 4.7844e-05 4.7691e-05 1.6083e-01 3.2129e-01
4.2493e-04 1.2933e-04 -3.0405e-05 4.9623e-05 4.9463e-05 1.6382e-01 3.2726e-01
4.2886e-04 1.3411e-04 -3.1512e-05 5.1469e-05 5.1300e-05 1.6687e-01 3.3334e-01
4.3283e-04 1.3907e-04 -3.2659e-05 5.3383e-05 5.3206e-05 1.6997e-01 3.3953e-01
4.3684e-04 1.4421e-04 -3.3847e-05 5.5368e-05 5.5182e-05 1.7313e-01 3.4583e-01
4.4088e-04 1.4954e-04 -3.5078e-05 5.7427e-05 5.7231e-05 1.7635e-01 3.5226e-01
4.4496e-04 1.5507e-04 -3.6354e-05 5.9561e-05 5.9357e-05 1.7963e-01 3.5880e-01
4.4908e-04 1.6080e-04 -3.7676e-05 6.1776e-05 6.1561e-05 1.8297e-01 3.6546e-01
4.5324e-04 1.6674e-04 -3.9045e-05 6.4072e-05 6.3846e-05 1.8638e-01 3.7225e-01
4.5744e-04 1.7290e-04 -4.0464e-05 6.6454e-05 6.6217e-05 1.8984e-01 3.7916e-01
4.6167e-04 1.7928e-04 -4.1934e-05 6.8924e-05 6.8674e-05 1.9337e-01 3.8620e-01
4.6594e-04 1.8590e-04 -4.3457e-05 7.1485e-05 7.1223e-05 1.9697e-01 3.9338e-01
4.7026e-04 1.9277e-04 -4.5035e-05 7.4142e-05 7.3867e-05 2.0063e-01 4.0068e-01
4.7461e-04 1.9988e-04 -4.6669e-05 7.6896e-05 7.6608e-05 2.0436e-01 4.0812e-01
4.7901e-04 2.0726e-04 -4.8363e-05 7.9754e-05 7.9450e-05 2.0816e-01 4.1570e-01
4.8344e-04 2.1491e-04 -5.0117e-05 8.2716e-05 8.2398e-05 2.1203e-01 4.2342e-01
4.8792e-04 2.2284e-04 -5.1934e-05 8.5790e-05 8.5455e-05 2.1597e-01 4.3128e-01
4.9243e-04 2.3107e-04 -5.3817e-05 8.8976e-05 8.8625e-05 2.1999e-01 4.3929e-01
4.9699e-04 2.3959e-04 -5.5767e-05 9.2281e-05 9.1912e-05 2.2408e-01 4.4744e-01
5.0159e-04 2.4843e-04 -5.7787e-05 9.5708e-05 9.5320e-05 2.2825e-01 4.5575e-01
5.0624e-04 2.5759e-04 -5.9880e-05 9.9262e-05 9.8855e-05 2.3249e-01 4.6421e-01
5.1092e-04 2.6709e-04 -6.2048e-05 1.0295e-04 1.0252e-04 2.3681e-01 4.7283e-01
5.1565e-04 2.7693e-04 -6.4293e-05 1.0677e-04 1.0632e-04 2.4122e-01 4.8160e-01
5.2043e-04 2.8714e-04 -6.6619e-05 1.1073e-04 1.1026e-04 2.4570e-01 4.9054e-01
5.2524e-04 2.9773e-04 -6.9029e-05 1.1484e-04 1.1435e-04 2.5027e-01 4.9965e-01
5.3011e-04 3.0870e-04 -7.1524e-05 1.1911e-04 1.1859e-04 2.5492e-01 5.0892e-01
5.3501e-04 3.2007e-04 -7.4109e-05 1.2353e-04 1.2298e-04 2.5966e-01 5.1837e-01
5.3997e-04 3.3186e-04 -7.6787e-05 1.2811e-04 1.2754e-04 2.6449e-01 5.2799e-01
5.4496e-04 3.4409e-04 -7.9560e-05 1.3287e-04 1.3226e-04 2.6941e-01 5.3779e-01
5.5001e-04 3.5676e-04 -8.2433e-05 1.3780e-04 1.3716e-04 2.7442e-01 5.4777e-01
5.5510e-04 3.6989e-04 -8.5408e-05 1.4291e-04 1.4224e-04 2.7952e-01 5.5793e-01
5.6024e-04 3.8351e-04 -8.8490e-05 1.4821e-04 1.4751e-04 2.8472e-01 5.6829e-01
5.6543e-04 3.9763e-04 -9.1681e-05 1.5371e-04 1.5297e-04 2.9001e-01 5.7883e-01
5.7066e-04 4.1226e-04 -9.4987e-05 1.5941e-04 1.5864e-04 2.9540e-01 5.8957e-01
5.7594e-04 4.2743e-04 -9.8410e-05 1.6532e-04 1.6451e-04 3.0090e-01 6.0051e-01
5.8128e-04 4.4315e-04 -1.0196e-04 1.7145e-04 1.7060e-04 3.0649e-01 6.1165e-01
5.8666e-04 4.5945e-04 -1.0563e-04 1.7781e-04 1.7691e-04 3.1219e-01 6.2300e-01
5.9209e-04 4.7635e-04 -1.0943e-04 1.8440e-04 1.8346e-04 3.1799e-01 6.3456e-01
5.9757e-04 4.9387e-04 -1.1337e-04 1.9124e-04 1.9025e-04 3.2390e-01 6.4633e-01
6.0310e-04 5.1202e-04 -1.1745e-04 1.9833e-04 1.9729e-04 3.2993e-01 6.5832e-01
6.0868e-04 5.3084e-04 -1.2167e-04 2.0568e-04 2.0459e-04 3.3606e-01 6.7053e-01
6.1432e-04 5.5035e-04 -1.2604e-04 2.1330e-04 2.1215e-04 3.4231e-01 6.8296e-01
6.2001e-04 5.7057e-04 -1.3057e-04 2.2121e-04 2.2000e-04 3.4867e-01 6.9563e-01
6.2575e-04 5.9153e-04 -1.3526e-04 2.2940e-04 2.2814e-04 3.5515e-01 7.0853e-01
6.3154e-04 6.1326e-04 -1.4012e-04 2.3790e-04 2.3657e-04 3.6176e-01 7.2167e-01
6.3739e-04 6.3578e-04 -1.4514e-04 2.4671e-04 2.4532e-04 3.6848e-01 7.3505e-01
6.4329e-04 6.5912e-04 -1.5035e-04 2.5585e-04 2.5438e-04 3.7533e-01 7.4868e-01
6.4924e-04 6.8331e-04 -1.5574e-04 2.6533e-04 2.6378e-04 3.8231e-01 7.6257e-01
6.5525e-04 7.0839e-04 -1.6132e-04 2.7516e-04 2.7353e-04 3.8942e-01 7.7671e-01
6.6132e-04 7.3438e-04 -1.6710e-04 2.8534e-04 2.8364e-04 3.9665e-01 7.9111e-01
6.6744e-04 7.6132e-04 -1.7309e-04 2.9591e-04 2.9412e-04 4.0403e-01 8.0577e-01
6.7362e-04 7.8925e-04 -1.7928e-04 3.0686e-04 3.0498e-04 4.1154e-01 8.2071e-01
6.7985e-04 8.1819e-04 -1.8570e-04 3.1822e-04 3.1624e-04 4.1919e-01 8.3592e-01
6.8615e-04 8.4819e-04 -1.9234e-04 3.3000e-04 3.2792e-04 4.2698e-01 8.5142e-01
6.9250e-04 8.7928e-04 -1.9922e-04 3.4221e-04 3.4003e-04 4.3492e-01 8.6720e-01
6.9891e-04 9.1150e-04 -2.0634e-04 3.5488e-04 3.5258e-04 4.4300e-01 8.8327e-01
7.0538e-04 9.4490e-04 -2.1371e-04 3.6801e-04 3.6560e-04 4.5124e-01 8.9964e-01
7.1191e-04 9.7951e-04 -2.2134e-04 3.8162e-04 3.7909e-04 4.5962e-01 9.1631e-01
7.1850e-04 1.0154e-03 -2.2923e-04 3.9574e-04 3.9308e-04 4.6817e-01 9.3329e-01
7.2515e-04 1.0526e-03 -2.3741e-04 4.1038e-04 4.0758e-04 4.7687e-01 9.5058e-01
7.3187e-04 1.0911e-03 -2.4587e-04 4.2555e-04 4.2261e-04 4.8573e-01 9.6819e-01
7.3864e-04 1.1310e-03 -2.5464e-04 4.4129e-04 4.3820e-04 4.9476e-01 9.8613e-01
7.4548e-04 1.1724e-03 -2.6371e-04 4.5761e-04 4.5436e-04 5.0396e-01 1.0044e+00
7.5238e-04 1.2153e-03 -2.7309e-04 4.7453e-04 4.7111e-04 5.1332e-01 1.0230e+00
7.5935e-04 1.2598e-03 -2.8281e-04 4.9207e-04 4.8848e-04 5.2286e-01 1.0419e+00
7.6638e-04 1.3058e-03 -2.9287e-04 5.1025e-04 5.0648e-04 5.3258e-01 1.0612e+00
7.7347e-04 1.3536e-03 -3.0328e-04 5.2911e-04 5.2515e-04 5.4248e-01 1.0809e+00
7.8063e-04 1.4031e-03 -3.1406e-04 5.4866e-04 5.4450e-04 5.5256e-01 1.1009e+00
7.8786e-04 1.4543e-03 -3.2521e-04 5.6893e-04 5.6456e-04 5.6283e-01 1.1213e+00
7.9515e-04 1.5075e-03 -3.3675e-04 5.8995e-04 5.8535e-04 5.7329e-01 1.1421e+00
8.0251e-04 1.5625e-03 -3.4870e-04 6.1174e-04 6.0691e-04 5.8395e-01 1.1632e+00
8.0994e-04 1.6196e-03 -3.6106e-04 6.3433e-04 6.2926e-04 5.9480e-01 1.1847e+00
8.1744e-04 1.6787e-03 -3.7386e-04 6.5776e-04 6.5242e-04 6.0585e-01 1.2067e+00
8.2501e-04 1.7400e-03 -3.8710e-04 6.8205e-04 6.7644e-04 6.1711e-01 1.2290e+00
8.3265e-04 1.8035e-03 -4.0081e-04 7.0723e-04 7.0133e-04 6.2858e-01 1.2517e+00
8.4035e-04 1.8693e-03 -4.1499e-04 7.3334e-04 7.2714e-04 6.4026e-01 1.2749e+00
8.4813e-04 1.9374e-03 -4.2966e-04 7.6040e-04 7.5389e-04 6.5216e-01 1.2985e+00
8.5599e-04 2.0081e-03 -4.4485e-04 7.8847e-04 7.8162e-04 6.6428e-01 1.3225e+00
8.6391e-04 2.0813e-03 -4.6056e-04 8.1755e-04 8.1037e-04 6.7662e-01 1.3470e+00
8.7191e-04 2.1572e-03 -4.7682e-04 8.4772e-04 8.4017e-04 6.8919e-01 1.3719e+00
8.7998e-04 2.2358e-03 -4.9365e-04 8.7899e-04 8.7105e-04 7.0200e-01 1.3973e+00
8.8813e-04 2.3172e-03 -5.1105e-04 9.1141e-04 9.0307e-04 7.1504e-01 1.4231e+00
8.9635e-04 2.4016e-03 -5.2907e-04 9.4502e-04 9.3626e-04 7.2833e-01 1.4494e+00
9.0465e-04 2.4890e-03 -5.4770e-04 9.7987e-04 9.7066e-04 7.4186e-01 1.4763e+00
9.1302e-04 2.5796e-03 -5.6698e-04 1.0160e-03 1.0063e-03 7.5564e-01 1.5035e+00
9.2147e-04 2.6735e-03 -5.8693e-04 1.0534e-03 1.0433e-03 7.6968e-01 1.5313e+00
9.3000e-04 2.7707e-03 -6.0756e-04 1.0923e-03 1.0816e-03 7.8398e-01 1.5597e+00
9.3861e-04 2.8715e-03 -6.2891e-04 1.1325e-03 1.1213e-03 7.9855e-01 1.5885e+00
