# k[h/Mpc]   R1   R2 
# 
3.1641e-04 6.5841e-03 -1.6450e-03
3.1934e-04 6.7664e-03 -1.6906e-03
3.2230e-04 6.9537e-03 -1.7373e-03
3.2528e-04 7.1462e-03 -1.7854e-03
3.2829e-04 7.3439e-03 -1.8348e-03
3.3133e-04 7.5472e-03 -1.8856e-03
3.3440e-04 7.7560e-03 -1.9377e-03
3.3749e-04 7.9707e-03 -1.9913e-03
3.4062e-04 8.1913e-03 -2.0464e-03
3.4377e-04 8.4180e-03 -2.1030e-03
3.4695e-04 8.6511e-03 -2.1612e-03
3.5016e-04 8.8906e-03 -2.2210e-03
3.5341e-04 9.1367e-03 -2.2825e-03
3.5668e-04 9.3896e-03 -2.3456e-03
3.5998e-04 9.6494e-03 -2.4105e-03
3.6331e-04 9.9166e-03 -2.4772e-03
3.6668e-04 1.0191e-02 -2.5457e-03
3.7007e-04 1.0473e-02 -2.6161e-03
3.7350e-04 1.0763e-02 -2.6885e-03
3.7695e-04 1.1060e-02 -2.7628e-03
3.8044e-04 1.1366e-02 -2.8392e-03
3.8397e-04 1.1681e-02 -2.9177e-03
3.8752e-04 1.2004e-02 -2.9984e-03
3.9111e-04 1.2336e-02 -3.0813e-03
3.9473e-04 1.2677e-02 -3.1664e-03
3.9838e-04 1.3028e-02 -3.2540e-03
4.0207e-04 1.3388e-02 -3.3440e-03
4.0579e-04 1.3759e-02 -3.4364e-03
4.0955e-04 1.4139e-02 -3.5314e-03
4.1334e-04 1.4530e-02 -3.6291e-03
4.1717e-04 1.4932e-02 -3.7294e-03
4.2103e-04 1.5345e-02 -3.8325e-03
4.2493e-04 1.5770e-02 -3.9384e-03
4.2886e-04 1.6205e-02 -4.0472e-03
4.3283e-04 1.6654e-02 -4.1590e-03
4.3684e-04 1.7114e-02 -4.2739e-03
4.4088e-04 1.7587e-02 -4.3920e-03
4.4496e-04 1.8073e-02 -4.5133e-03
4.4908e-04 1.8573e-02 -4.6381e-03
4.5324e-04 1.9086e-02 -4.7662e-03
4.5744e-04 1.9614e-02 -4.8978e-03
4.6167e-04 2.0156e-02 -5.0331e-03
4.6594e-04 2.0713e-02 -5.1721e-03
4.7026e-04 2.1286e-02 -5.3150e-03
4.7461e-04 2.1874e-02 -5.4618e-03
4.7901e-04 2.2479e-02 -5.6126e-03
4.8344e-04 2.3100e-02 -5.7676e-03
4.8792e-04 2.3738e-02 -5.9269e-03
4.9243e-04 2.4394e-02 -6.0905e-03
4.9699e-04 2.5068e-02 -6.2586e-03
5.0159e-04 2.5760e-02 -6.4314e-03
5.0624e-04 2.6472e-02 -6.6089e-03
5.1092e-04 2.7203e-02 -6.7914e-03
5.1565e-04 2.7954e-02 -6.9788e-03
5.2043e-04 2.8726e-02 -7.1714e-03
5.2524e-04 2.9520e-02 -7.3693e-03
5.3011e-04 3.0335e-02 -7.5726e-03
5.3501e-04 3.1173e-02 -7.7815e-03
5.3997e-04 3.2033e-02 -7.9962e-03
5.4496e-04 3.2918e-02 -8.2167e-03
5.5001e-04 3.3827e-02 -8.4434e-03
5.5510e-04 3.4760e-02 -8.6763e-03
5.6024e-04 3.5720e-02 -8.9155e-03
5.6543e-04 3.6706e-02 -9.1614e-03
5.7066e-04 3.7719e-02 -9.4140e-03
5.7594e-04 3.8760e-02 -9.6735e-03
5.8128e-04 3.9829e-02 -9.9402e-03
5.8666e-04 4.0928e-02 -1.0214e-02
5.9209e-04 4.2057e-02 -1.0496e-02
5.9757e-04 4.3218e-02 -1.0785e-02
6.0310e-04 4.4410e-02 -1.1082e-02
6.0868e-04 4.5634e-02 -1.1387e-02
6.1432e-04 4.6893e-02 -1.1701e-02
6.2001e-04 4.8186e-02 -1.2023e-02
6.2575e-04 4.9514e-02 -1.2354e-02
6.3154e-04 5.0880e-02 -1.2695e-02
6.3739e-04 5.2282e-02 -1.3044e-02
6.4329e-04 5.3724e-02 -1.3403e-02
6.4924e-04 5.5204e-02 -1.3773e-02
6.5525e-04 5.6726e-02 -1.4152e-02
6.6132e-04 5.8289e-02 -1.4541e-02
6.6744e-04 5.9895e-02 -1.4941e-02
6.7362e-04 6.1545e-02 -1.5352e-02
6.7985e-04 6.3241e-02 -1.5775e-02
6.8615e-04 6.4983e-02 -1.6209e-02
6.9250e-04 6.6772e-02 -1.6655e-02
6.9891e-04 6.8611e-02 -1.7113e-02
7.0538e-04 7.0500e-02 -1.7583e-02
7.1191e-04 7.2441e-02 -1.8067e-02
7.1850e-04 7.4436e-02 -1.8563e-02
7.2515e-04 7.6485e-02 -1.9074e-02
7.3187e-04 7.8590e-02 -1.9598e-02
7.3864e-04 8.0753e-02 -2.0136e-02
7.4548e-04 8.2975e-02 -2.0690e-02
7.5238e-04 8.5258e-02 -2.1258e-02
7.5935e-04 8.7604e-02 -2.1842e-02
7.6638e-04 9.0014e-02 -2.2442e-02
7.7347e-04 9.2489e-02 -2.3058e-02
7.8063e-04 9.5033e-02 -2.3691e-02
7.8786e-04 9.7646e-02 -2.4342e-02
7.9515e-04 1.0033e-01 -2.5010e-02
8.0251e-04 1.0309e-01 -2.5696e-02
8.0994e-04 1.0592e-01 -2.6401e-02
8.1744e-04 1.0883e-01 -2.7125e-02
8.2501e-04 1.1182e-01 -2.7869e-02
8.3265e-04 1.1489e-01 -2.8634e-02
8.4035e-04 1.1805e-01 -2.9419e-02
8.4813e-04 1.2129e-01 -3.0226e-02
8.5599e-04 1.2462e-01 -3.1054e-02
8.6391e-04 1.2805e-01 -3.1905e-02
8.7191e-04 1.3156e-01 -3.2779e-02
8.7998e-04 1.3517e-01 -3.3677e-02
8.8813e-04 1.3888e-01 -3.4600e-02
8.9635e-04 1.4269e-01 -3.5547e-02
9.0465e-04 1.4661e-01 -3.6521e-02
9.1302e-04 1.5063e-01 -3.7520e-02
9.2147e-04 1.5476e-01 -3.8547e-02
9.3000e-04 1.5900e-01 -3.9602e-02
9.3861e-04 1.6336e-01 -4.0685e-02
9.4730e-04 1.6784e-01 -4.1798e-02
9.5607e-04 1.7244e-01 -4.2941e-02
9.6492e-04 1.7717e-01 -4.4115e-02
9.7385e-04 1.8202e-01 -4.5321e-02
9.8287e-04 1.8701e-01 -4.6560e-02
9.9197e-04 1.9213e-01 -4.7832e-02
1.0012e-03 1.9739e-01 -4.9138e-02
1.0104e-03 2.0279e-01 -5.0481e-02
1.0198e-03 2.0834e-01 -5.1859e-02
1.0292e-03 2.1405e-01 -5.3275e-02
1.0387e-03 2.1990e-01 -5.4729e-02
1.0484e-03 2.2592e-01 -5.6222e-02
1.0581e-03 2.3210e-01 -5.7756e-02
1.0679e-03 2.3844e-01 -5.9331e-02
1.0777e-03 2.4496e-01 -6.0949e-02
1.0877e-03 2.5166e-01 -6.2610e-02
1.0978e-03 2.5853e-01 -6.4316e-02
1.1080e-03 2.6560e-01 -6.6068e-02
1.1182e-03 2.7285e-01 -6.7867e-02
1.1286e-03 2.8030e-01 -6.9715e-02
1.1390e-03 2.8795e-01 -7.1614e-02
1.1496e-03 2.9581e-01 -7.3562e-02
1.1602e-03 3.0389e-01 -7.5564e-02
1.1709e-03 3.1218e-01 -7.7620e-02
1.1818e-03 3.2070e-01 -7.9731e-02
1.1927e-03 3.2944e-01 -8.1899e-02
1.2038e-03 3.3843e-01 -8.4125e-02
1.2149e-03 3.4765e-01 -8.6411e-02
1.2262e-03 3.5713e-01 -8.8758e-02
1.2375e-03 3.6685e-01 -9.1168e-02
1.2490e-03 3.7684e-01 -9.3642e-02
1.2605e-03 3.8710e-01 -9.6183e-02
1.2722e-03 3.9764e-01 -9.8791e-02
1.2840e-03 4.0846e-01 -1.0147e-01
1.2959e-03 4.1957e-01 -1.0422e-01
1.3079e-03 4.3098e-01 -1.0704e-01
1.3200e-03 4.4270e-01 -1.0995e-01
1.3322e-03 4.5473e-01 -1.1292e-01
1.3445e-03 4.6709e-01 -1.1598e-01
1.3570e-03 4.7979e-01 -1.1912e-01
1.3695e-03 4.9282e-01 -1.2234e-01
1.3822e-03 5.0621e-01 -1.2565e-01
1.3950e-03 5.1995e-01 -1.2905e-01
1.4079e-03 5.3407e-01 -1.3254e-01
1.4209e-03 5.4857e-01 -1.3613e-01
1.4341e-03 5.6345e-01 -1.3980e-01
1.4474e-03 5.7874e-01 -1.4358e-01
1.4608e-03 5.9443e-01 -1.4746e-01
1.4743e-03 6.1054e-01 -1.5144e-01
1.4879e-03 6.2708e-01 -1.5552e-01
1.5017e-03 6.4406e-01 -1.5971e-01
1.5156e-03 6.6149e-01 -1.6402e-01
1.5297e-03 6.7939e-01 -1.6843e-01
1.5438e-03 6.9777e-01 -1.7297e-01
1.5581e-03 7.1664e-01 -1.7763e-01
1.5725e-03 7.3602e-01 -1.8241e-01
1.5871e-03 7.5592e-01 -1.8731e-01
1.6018e-03 7.7634e-01 -1.9235e-01
1.6166e-03 7.9732e-01 -1.9752e-01
1.6316e-03 8.1886e-01 -2.0283e-01
1.6467e-03 8.4098e-01 -2.0828e-01
1.6619e-03 8.6368e-01 -2.1387e-01
1.6773e-03 8.8699e-01 -2.1962e-01
1.6928e-03 9.1091e-01 -2.2551e-01
1.7085e-03 9.3547e-01 -2.3155e-01
1.7243e-03 9.6067e-01 -2.3776e-01
1.7403e-03 9.8654e-01 -2.4412e-01
1.7564e-03 1.0131e+00 -2.5066e-01
1.7727e-03 1.0404e+00 -2.5736e-01
1.7891e-03 1.0683e+00 -2.6425e-01
1.8056e-03 1.0971e+00 -2.7131e-01
1.8223e-03 1.1266e+00 -2.7856e-01
1.8392e-03 1.1568e+00 -2.8600e-01
1.8562e-03 1.1879e+00 -2.9364e-01
1.8734e-03 1.2198e+00 -3.0148e-01
1.8908e-03 1.2526e+00 -3.0952e-01
1.9083e-03 1.2862e+00 -3.1777e-01
1.9259e-03 1.3207e+00 -3.2624e-01
1.9438e-03 1.3561e+00 -3.3492e-01
1.9618e-03 1.3924e+00 -3.4384e-01
1.9799e-03 1.4297e+00 -3.5298e-01
1.9983e-03 1.4679e+00 -3.6236e-01
2.0168e-03 1.5072e+00 -3.7199e-01
2.0354e-03 1.5475e+00 -3.8187e-01
2.0543e-03 1.5889e+00 -3.9200e-01
2.0733e-03 1.6313e+00 -4.0240e-01
2.0925e-03 1.6749e+00 -4.1307e-01
2.1118e-03 1.7196e+00 -4.2401e-01
2.1314e-03 1.7655e+00 -4.3524e-01
2.1511e-03 1.8126e+00 -4.4676e-01
2.1710e-03 1.8609e+00 -4.5858e-01
2.1911e-03 1.9105e+00 -4.7070e-01
2.2114e-03 1.9614e+00 -4.8314e-01
2.2319e-03 2.0136e+00 -4.9589e-01
2.2526e-03 2.0672e+00 -5.0898e-01
2.2734e-03 2.1221e+00 -5.2240e-01
2.2945e-03 2.1785e+00 -5.3617e-01
2.3157e-03 2.2364e+00 -5.5029e-01
2.3371e-03 2.2958e+00 -5.6478e-01
2.3588e-03 2.3567e+00 -5.7963e-01
2.3806e-03 2.4192e+00 -5.9487e-01
2.4026e-03 2.4833e+00 -6.1049e-01
2.4249e-03 2.5491e+00 -6.2652e-01
2.4473e-03 2.6166e+00 -6.4295e-01
2.4700e-03 2.6858e+00 -6.5980e-01
2.4929e-03 2.7568e+00 -6.7708e-01
2.5159e-03 2.8297e+00 -6.9481e-01
2.5392e-03 2.9044e+00 -7.1298e-01
2.5627e-03 2.9811e+00 -7.3161e-01
2.5865e-03 3.0597e+00 -7.5072e-01
2.6104e-03 3.1404e+00 -7.7031e-01
2.6346e-03 3.2231e+00 -7.9039e-01
2.6590e-03 3.3080e+00 -8.1099e-01
2.6836e-03 3.3951e+00 -8.3210e-01
2.7084e-03 3.4844e+00 -8.5375e-01
2.7335e-03 3.5759e+00 -8.7595e-01
2.7588e-03 3.6699e+00 -8.9870e-01
2.7843e-03 3.7662e+00 -9.2203e-01
2.8101e-03 3.8650e+00 -9.4595e-01
2.8361e-03 3.9663e+00 -9.7046e-01
2.8624e-03 4.0702e+00 -9.9558e-01
2.8889e-03 4.1767e+00 -1.0213e+00
2.9156e-03 4.2860e+00 -1.0477e+00
2.9426e-03 4.3980e+00 -1.0748e+00
2.9699e-03 4.5129e+00 -1.1025e+00
2.9974e-03 4.6307e+00 -1.1309e+00
3.0251e-03 4.7515e+00 -1.1601e+00
3.0531e-03 4.8753e+00 -1.1899e+00
3.0814e-03 5.0022e+00 -1.2205e+00
3.1099e-03 5.1324e+00 -1.2518e+00
3.1387e-03 5.2659e+00 -1.2840e+00
3.1677e-03 5.4027e+00 -1.3169e+00
3.1971e-03 5.5430e+00 -1.3506e+00
3.2267e-03 5.6869e+00 -1.3852e+00
3.2565e-03 5.8343e+00 -1.4206e+00
3.2867e-03 5.9854e+00 -1.4569e+00
3.3171e-03 6.1404e+00 -1.4940e+00
3.3478e-03 6.2992e+00 -1.5321e+00
3.3788e-03 6.4620e+00 -1.5711e+00
3.4101e-03 6.6288e+00 -1.6111e+00
3.4417e-03 6.7999e+00 -1.6520e+00
3.4735e-03 6.9751e+00 -1.6939e+00
3.5057e-03 7.1548e+00 -1.7369e+00
3.5381e-03 7.3389e+00 -1.7809e+00
3.5709e-03 7.5276e+00 -1.8260e+00
3.6039e-03 7.7209e+00 -1.8721e+00
3.6373e-03 7.9191e+00 -1.9194e+00
3.6710e-03 8.1221e+00 -1.9678e+00
3.7050e-03 8.3303e+00 -2.0173e+00
3.7393e-03 8.5435e+00 -2.0681e+00
3.7739e-03 8.7620e+00 -2.1201e+00
3.8088e-03 8.9858e+00 -2.1733e+00
3.8441e-03 9.2151e+00 -2.2278e+00
3.8797e-03 9.4501e+00 -2.2836e+00
3.9156e-03 9.6908e+00 -2.3407e+00
3.9518e-03 9.9374e+00 -2.3991e+00
3.9884e-03 1.0190e+01 -2.4590e+00
4.0253e-03 1.0449e+01 -2.5203e+00
4.0626e-03 1.0714e+01 -2.5830e+00
4.1002e-03 1.0986e+01 -2.6472e+00
4.1382e-03 1.1264e+01 -2.7130e+00
4.1765e-03 1.1549e+01 -2.7802e+00
4.2151e-03 1.1841e+01 -2.8491e+00
4.2542e-03 1.2140e+01 -2.9196e+00
4.2935e-03 1.2446e+01 -2.9916e+00
4.3333e-03 1.2759e+01 -3.0654e+00
4.3734e-03 1.3080e+01 -3.1409e+00
4.4139e-03 1.3409e+01 -3.2181e+00
4.4548e-03 1.3745e+01 -3.2971e+00
4.4960e-03 1.4090e+01 -3.3779e+00
4.5376e-03 1.4443e+01 -3.4607e+00
4.5796e-03 1.4804e+01 -3.5453e+00
4.6220e-03 1.5174e+01 -3.6319e+00
4.6648e-03 1.5554e+01 -3.7206e+00
4.7080e-03 1.5942e+01 -3.8113e+00
4.7516e-03 1.6339e+01 -3.9040e+00
4.7956e-03 1.6746e+01 -3.9988e+00
4.8400e-03 1.7162e+01 -4.0957e+00
4.8848e-03 1.7587e+01 -4.1948e+00
4.9300e-03 1.8022e+01 -4.2959e+00
4.9756e-03 1.8468e+01 -4.3995e+00
5.0217e-03 1.8924e+01 -4.5055e+00
5.0682e-03 1.9392e+01 -4.6138e+00
5.1151e-03 1.9870e+01 -4.7246e+00
5.1625e-03 2.0359e+01 -4.8378e+00
5.2102e-03 2.0859e+01 -4.9535e+00
5.2585e-03 2.1372e+01 -5.0719e+00
5.3072e-03 2.1895e+01 -5.1927e+00
5.3563e-03 2.2432e+01 -5.3164e+00
5.4059e-03 2.2980e+01 -5.4427e+00
5.4559e-03 2.3541e+01 -5.5718e+00
5.5064e-03 2.4115e+01 -5.7037e+00
5.5574e-03 2.4702e+01 -5.8385e+00
5.6089e-03 2.5303e+01 -5.9763e+00
5.6608e-03 2.5917e+01 -6.1169e+00
5.7132e-03 2.6546e+01 -6.2607e+00
5.7661e-03 2.7188e+01 -6.4076e+00
5.8195e-03 2.7846e+01 -6.5577e+00
5.8733e-03 2.8517e+01 -6.7108e+00
5.9277e-03 2.9205e+01 -6.8674e+00
5.9826e-03 2.9908e+01 -7.0273e+00
6.0380e-03 3.0626e+01 -7.1906e+00
6.0939e-03 3.1360e+01 -7.3573e+00
6.1503e-03 3.2111e+01 -7.5274e+00
6.2072e-03 3.2879e+01 -7.7014e+00
6.2647e-03 3.3664e+01 -7.8788e+00
6.3227e-03 3.4466e+01 -8.0598e+00
6.3812e-03 3.5286e+01 -8.2449e+00
6.4403e-03 3.6124e+01 -8.4336e+00
6.4999e-03 3.6980e+01 -8.6264e+00
6.5601e-03 3.7855e+01 -8.8230e+00
6.6208e-03 3.8750e+01 -9.0236e+00
6.6821e-03 3.9663e+01 -9.2283e+00
6.7440e-03 4.0597e+01 -9.4373e+00
6.8064e-03 4.1551e+01 -9.6505e+00
6.8694e-03 4.2526e+01 -9.8680e+00
6.9330e-03 4.3522e+01 -1.0090e+01
6.9972e-03 4.4539e+01 -1.0316e+01
7.0619e-03 4.5578e+01 -1.0547e+01
7.1273e-03 4.6639e+01 -1.0783e+01
7.1933e-03 4.7723e+01 -1.1023e+01
7.2599e-03 4.8829e+01 -1.1268e+01
7.3271e-03 4.9959e+01 -1.1517e+01
7.3949e-03 5.1113e+01 -1.1772e+01
7.4634e-03 5.2291e+01 -1.2031e+01
7.5325e-03 5.3495e+01 -1.2296e+01
7.6022e-03 5.4724e+01 -1.2566e+01
7.6726e-03 5.5978e+01 -1.2841e+01
7.7436e-03 5.7256e+01 -1.3121e+01
7.8153e-03 5.8563e+01 -1.3406e+01
7.8877e-03 5.9896e+01 -1.3697e+01
7.9607e-03 6.1258e+01 -1.3994e+01
8.0344e-03 6.2646e+01 -1.4295e+01
8.1088e-03 6.4063e+01 -1.4603e+01
8.1838e-03 6.5509e+01 -1.4916e+01
8.2596e-03 6.6983e+01 -1.5235e+01
8.3361e-03 6.8488e+01 -1.5560e+01
8.4132e-03 7.0022e+01 -1.5891e+01
8.4911e-03 7.1589e+01 -1.6228e+01
8.5697e-03 7.3185e+01 -1.6571e+01
8.6491e-03 7.4813e+01 -1.6920e+01
8.7291e-03 7.6474e+01 -1.7275e+01
8.8099e-03 7.8168e+01 -1.7637e+01
8.8915e-03 7.9894e+01 -1.8005e+01
8.9738e-03 8.1654e+01 -1.8380e+01
9.0569e-03 8.3450e+01 -1.8761e+01
9.1407e-03 8.5279e+01 -1.9149e+01
9.2253e-03 8.7143e+01 -1.9543e+01
9.3107e-03 8.9043e+01 -1.9944e+01
9.3969e-03 9.0979e+01 -2.0352e+01
9.4839e-03 9.2953e+01 -2.0767e+01
9.5717e-03 9.4963e+01 -2.1189e+01
9.6603e-03 9.7009e+01 -2.1618e+01
9.7498e-03 9.9097e+01 -2.2054e+01
9.8400e-03 1.0122e+02 -2.2497e+01
9.9311e-03 1.0339e+02 -2.2948e+01
1.0023e-02 1.0559e+02 -2.3405e+01
1.0116e-02 1.0784e+02 -2.3871e+01
1.0210e-02 1.1012e+02 -2.4343e+01
1.0304e-02 1.1245e+02 -2.4823e+01
1.0399e-02 1.1482e+02 -2.5310e+01
1.0496e-02 1.1723e+02 -2.5806e+01
1.0593e-02 1.1968e+02 -2.6308e+01
1.0691e-02 1.2218e+02 -2.6819e+01
1.0790e-02 1.2472e+02 -2.7337e+01
1.0890e-02 1.2731e+02 -2.7863e+01
1.0991e-02 1.2994e+02 -2.8397e+01
1.1092e-02 1.3262e+02 -2.8939e+01
1.1195e-02 1.3534e+02 -2.9488e+01
1.1299e-02 1.3810e+02 -3.0046e+01
1.1403e-02 1.4092e+02 -3.0612e+01
1.1509e-02 1.4378e+02 -3.1185e+01
1.1615e-02 1.4669e+02 -3.1767e+01
1.1723e-02 1.4965e+02 -3.2356e+01
1.1831e-02 1.5266e+02 -3.2955e+01
1.1941e-02 1.5571e+02 -3.3561e+01
1.2051e-02 1.5882e+02 -3.4175e+01
1.2163e-02 1.6198e+02 -3.4797e+01
1.2276e-02 1.6518e+02 -3.5427e+01
1.2389e-02 1.6844e+02 -3.6066e+01
1.2504e-02 1.7174e+02 -3.6713e+01
1.2620e-02 1.7510e+02 -3.7368e+01
1.2737e-02 1.7851e+02 -3.8031e+01
1.2854e-02 1.8197e+02 -3.8702e+01
1.2973e-02 1.8549e+02 -3.9382e+01
1.3094e-02 1.8905e+02 -4.0070e+01
1.3215e-02 1.9267e+02 -4.0765e+01
1.3337e-02 1.9635e+02 -4.1469e+01
1.3461e-02 2.0007e+02 -4.2181e+01
1.3585e-02 2.0385e+02 -4.2900e+01
1.3711e-02 2.0769e+02 -4.3629e+01
1.3838e-02 2.1157e+02 -4.4364e+01
1.3966e-02 2.1552e+02 -4.5108e+01
1.4095e-02 2.1952e+02 -4.5859e+01
1.4226e-02 2.2356e+02 -4.6618e+01
1.4357e-02 2.2767e+02 -4.7384e+01
1.4490e-02 2.3183e+02 -4.8158e+01
1.4625e-02 2.3604e+02 -4.8940e+01
1.4760e-02 2.4031e+02 -4.9728e+01
1.4897e-02 2.4463e+02 -5.0525e+01
1.5034e-02 2.4901e+02 -5.1328e+01
1.5174e-02 2.5344e+02 -5.2138e+01
1.5314e-02 2.5793e+02 -5.2956e+01
1.5456e-02 2.6246e+02 -5.3780e+01
1.5599e-02 2.6706e+02 -5.4612e+01
1.5743e-02 2.7170e+02 -5.5448e+01
1.5889e-02 2.7641e+02 -5.6293e+01
1.6036e-02 2.8116e+02 -5.7142e+01
1.6185e-02 2.8597e+02 -5.7999e+01
1.6335e-02 2.9082e+02 -5.8861e+01
1.6486e-02 2.9574e+02 -5.9729e+01
1.6638e-02 3.0070e+02 -6.0602e+01
1.6792e-02 3.0571e+02 -6.1481e+01
1.6948e-02 3.1078e+02 -6.2366e+01
