# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
8.3657e-03 3.6883e+03 1.1044e+00 -4.7354e-01 7.3777e+03 3.6992e+03 -1.0280e-02 6.7500e+01 9.5283e-01 5.8321e-01 4.1857e-01 1.7661e+02 1.1594e+02 0.0000e+00 0.0000e+00
9.8506e-03 3.9723e+03 1.6244e+00 -6.7649e-01 7.9489e+03 3.9760e+03 3.0477e-02 6.7443e+01 1.3336e+00 7.1102e-01 5.1845e-01 1.7526e+02 1.1455e+02 0.0000e+00 0.0000e+00
1.1599e-02 4.2114e+03 2.3442e+00 -9.4133e-01 8.4293e+03 4.2118e+03 1.1537e-01 6.7365e+01 1.8660e+00 8.3202e-01 6.2152e-01 1.7348e+02 1.1278e+02 0.0000e+00 0.0000e+00
1.3658e-02 4.3819e+03 3.3072e+00 -1.2692e+00 8.7716e+03 4.3838e+03 2.7553e-01 6.7258e+01 2.6063e+00 9.2360e-01 7.1414e-01 1.7115e+02 1.1058e+02 0.0000e+00 0.0000e+00
1.6082e-02 4.4575e+03 4.5414e+00 -1.6474e+00 8.9246e+03 4.4640e+03 5.5673e-01 6.7114e+01 3.6265e+00 9.5053e-01 7.7575e-01 1.6816e+02 1.0790e+02 0.0000e+00 0.0000e+00
1.8937e-02 4.4127e+03 6.0397e+00 -2.0422e+00 8.8389e+03 4.4241e+03 1.0206e+00 6.6919e+01 5.0118e+00 8.6214e-01 7.8010e-01 1.6439e+02 1.0470e+02 0.0000e+00 0.0000e+00
2.2298e-02 4.2294e+03 7.7375e+00 -2.3945e+00 8.4777e+03 4.2442e+03 1.7410e+00 6.6657e+01 6.8531e+00 6.0638e-01 6.9976e-01 1.5975e+02 1.0095e+02 0.0000e+00 0.0000e+00
2.6256e-02 3.9075e+03 9.5047e+00 -2.6272e+00 7.8386e+03 3.9250e+03 2.7916e+00 6.6307e+01 9.2302e+00 1.5376e-01 5.1384e-01 1.5413e+02 9.6649e+01 0.0000e+00 0.0000e+00
3.0917e-02 3.4750e+03 1.1179e+01 -2.6702e+00 6.9791e+03 3.4968e+03 4.2252e+00 6.5841e+01 1.2190e+01 -5.0950e-01 2.1543e-01 1.4751e+02 9.1778e+01 0.0000e+00 0.0000e+00
3.6405e-02 2.9937e+03 1.2666e+01 -2.5009e+00 6.0222e+03 3.0203e+03 6.0548e+00 6.5224e+01 1.5728e+01 -1.3682e+00 -1.9014e-01 1.3983e+02 8.6353e+01 0.0000e+00 0.0000e+00
4.2867e-02 2.5463e+03 1.4077e+01 -2.1741e+00 5.1331e+03 2.5771e+03 8.2697e+00 6.4413e+01 1.9812e+01 -2.4151e+00 -7.0440e-01 1.3108e+02 8.0429e+01 0.0000e+00 0.0000e+00
5.0475e-02 2.2001e+03 1.5759e+01 -1.7815e+00 4.4476e+03 2.2364e+03 1.0911e+01 6.3359e+01 2.4449e+01 -3.7002e+00 -1.3627e+00 1.2123e+02 7.4141e+01 0.0000e+00 0.0000e+00
5.9435e-02 1.9563e+03 1.7968e+01 -1.3083e+00 3.9691e+03 1.9995e+03 1.4162e+01 6.2007e+01 2.9754e+01 -5.3255e+00 -2.2244e+00 1.1041e+02 6.7703e+01 0.0000e+00 0.0000e+00
6.9985e-02 1.7218e+03 2.0093e+01 -4.9430e-01 3.5099e+03 1.7726e+03 1.8233e+01 6.0299e+01 3.5793e+01 -7.2681e+00 -3.2743e+00 9.8967e+01 6.1315e+01 0.0000e+00 0.0000e+00
8.2407e-02 1.3885e+03 2.0510e+01 9.1893e-01 2.8496e+03 1.4443e+03 2.2811e+01 5.8183e+01 4.2049e+01 -9.1580e+00 -4.3025e+00 8.7501e+01 5.5033e+01 0.0000e+00 0.0000e+00
9.7035e-02 1.0269e+03 1.9156e+01 2.4872e+00 2.1275e+03 1.0838e+03 2.6799e+01 5.5638e+01 4.7307e+01 -1.0516e+01 -5.0494e+00 7.6379e+01 4.8839e+01 0.0000e+00 0.0000e+00
1.1426e-01 8.1606e+02 1.8894e+01 3.4892e+00 1.7084e+03 8.7530e+02 2.9806e+01 5.2682e+01 5.1221e+01 -1.1481e+01 -5.6013e+00 6.5512e+01 4.2908e+01 0.0000e+00 0.0000e+00
1.3454e-01 6.8428e+02 1.9322e+01 4.4282e+00 1.4498e+03 7.4738e+02 3.2953e+01 4.9347e+01 5.4873e+01 -1.2416e+01 -6.1424e+00 5.5135e+01 3.7451e+01 0.0000e+00 0.0000e+00
1.5842e-01 4.9042e+02 1.7017e+01 5.5572e+00 1.0587e+03 5.5128e+02 3.5342e+01 4.5661e+01 5.7205e+01 -1.2797e+01 -6.3747e+00 4.5865e+01 3.2372e+01 0.0000e+00 0.0000e+00
1.8654e-01 3.8379e+02 1.5986e+01 6.0138e+00 8.4389e+02 4.4374e+02 3.6119e+01 4.1730e+01 5.7483e+01 -1.2644e+01 -6.3220e+00 3.7544e+01 2.7739e+01 0.0000e+00 0.0000e+00
2.1965e-01 2.8364e+02 1.4134e+01 6.4257e+00 6.3934e+02 3.4056e+02 3.6469e+01 3.7644e+01 5.6916e+01 -1.2282e+01 -6.1455e+00 3.0311e+01 2.3595e+01 0.0000e+00 0.0000e+00
2.5864e-01 2.1479e+02 1.2594e+01 6.4271e+00 4.9688e+02 2.6828e+02 3.5480e+01 3.3519e+01 5.4664e+01 -1.1520e+01 -5.7485e+00 2.4168e+01 1.9905e+01 0.0000e+00 0.0000e+00
3.0455e-01 1.5632e+02 1.0733e+01 6.2502e+00 3.7349e+02 2.0503e+02 3.3807e+01 2.9460e+01 5.1472e+01 -1.0598e+01 -5.2562e+00 1.9057e+01 1.6662e+01 0.0000e+00 0.0000e+00
3.5861e-01 1.1510e+02 9.1146e+00 5.8674e+00 2.8465e+02 1.5902e+02 3.1480e+01 2.5567e+01 4.7467e+01 -9.5564e+00 -4.6957e+00 1.4872e+01 1.3847e+01 0.0000e+00 0.0000e+00
4.2226e-01 8.4308e+01 7.6058e+00 5.3469e+00 2.1646e+02 1.2326e+02 2.8690e+01 2.1922e+01 4.2929e+01 -8.4666e+00 -4.1067e+00 1.1507e+01 1.1425e+01 0.0000e+00 0.0000e+00
4.9721e-01 6.1457e+01 6.2349e+00 4.7433e+00 1.6426e+02 9.5477e+01 2.5652e+01 1.8582e+01 3.8151e+01 -7.3950e+00 -3.5274e+00 8.8372e+00 9.3614e+00 0.0000e+00 0.0000e+00
5.8547e-01 4.4665e+01 5.0210e+00 4.1004e+00 1.2451e+02 7.3982e+01 2.2537e+01 1.5583e+01 3.3368e+01 -6.3836e+00 -2.9824e+00 6.7449e+00 7.6203e+00 0.0000e+00 0.0000e+00
6.8939e-01 3.2375e+01 3.9652e+00 3.4531e+00 9.4235e+01 5.7324e+01 1.9476e+01 1.2937e+01 2.8759e+01 -5.4570e+00 -2.4864e+00 5.1213e+00 6.1643e+00 0.0000e+00 0.0000e+00
8.1176e-01 2.3410e+01 3.0609e+00 2.8276e+00 7.1155e+01 4.4390e+01 1.6566e+01 1.0642e+01 2.4451e+01 -4.6273e+00 -2.0467e+00 3.8718e+00 4.9567e+00 0.0000e+00 0.0000e+00
9.5585e-01 1.6878e+01 2.2964e+00 2.2413e+00 5.3512e+01 3.4309e+01 1.3869e+01 8.6789e+00 2.0521e+01 -3.8966e+00 -1.6649e+00 2.9161e+00 3.9628e+00 0.0000e+00 0.0000e+00
1.1255e+00 1.2118e+01 1.6590e+00 1.7065e+00 3.9986e+01 2.6421e+01 1.1420e+01 7.0209e+00 1.7004e+01 -3.2606e+00 -1.3388e+00 2.1887e+00 3.1502e+00 0.0000e+00 0.0000e+00
1.3253e+00 8.6482e+00 1.1360e+00 1.2322e+00 2.9590e+01 2.0223e+01 9.2334e+00 5.6357e+00 1.3909e+01 -2.7106e+00 -1.0638e+00 1.6368e+00 2.4900e+00 0.0000e+00 0.0000e+00
1.5605e+00 6.1192e+00 7.1683e-01 8.2573e-01 2.1594e+01 1.5339e+01 7.3131e+00 4.4892e+00 1.1221e+01 -2.2365e+00 -8.3437e-01 1.2189e+00 1.9562e+00 0.0000e+00 0.0000e+00
1.8375e+00 4.2786e+00 3.9220e-01 4.9314e-01 1.5462e+01 1.1487e+01 5.6553e+00 3.5479e+00 8.9162e+00 -1.8279e+00 -6.4488e-01 9.0291e-01 1.5269e+00 0.0000e+00 0.0000e+00
2.1637e+00 2.9449e+00 1.5389e-01 2.3847e-01 1.0802e+01 8.4606e+00 4.2539e+00 2.7806e+00 6.9653e+00 -1.4758e+00 -4.9005e-01 6.6430e-01 1.1830e+00 0.0000e+00 0.0000e+00
2.5478e+00 1.9875e+00 -6.9400e-03 6.1503e-02 7.3207e+00 6.1046e+00 3.1003e+00 2.1595e+00 5.3383e+00 -1.1729e+00 -3.6520e-01 4.8452e-01 9.0885e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.3107e+00 -1.0132e-01 -4.4477e-02 4.7879e+00 4.3011e+00 2.1824e+00 1.6603e+00 4.0060e+00 -9.1417e-01 -2.6625e-01 3.4962e-01 6.9160e-01 0.0000e+00 0.0000e+00
