# k[h/Mpc]   R1   R2 
# 
1.5420e-04 8.6548e-04 -2.1633e-04
1.5563e-04 8.8946e-04 -2.2233e-04
1.5707e-04 9.1411e-04 -2.2849e-04
1.5853e-04 9.3944e-04 -2.3482e-04
1.5999e-04 9.6548e-04 -2.4132e-04
1.6147e-04 9.9224e-04 -2.4801e-04
1.6297e-04 1.0197e-03 -2.5489e-04
1.6448e-04 1.0480e-03 -2.6195e-04
1.6600e-04 1.0771e-03 -2.6921e-04
1.6754e-04 1.1069e-03 -2.7668e-04
1.6909e-04 1.1376e-03 -2.8435e-04
1.7065e-04 1.1692e-03 -2.9223e-04
1.7223e-04 1.2016e-03 -3.0033e-04
1.7383e-04 1.2349e-03 -3.0866e-04
1.7544e-04 1.2691e-03 -3.1722e-04
1.7706e-04 1.3043e-03 -3.2601e-04
1.7870e-04 1.3405e-03 -3.3504e-04
1.8035e-04 1.3776e-03 -3.4432e-04
1.8202e-04 1.4158e-03 -3.5386e-04
1.8371e-04 1.4550e-03 -3.6366e-04
1.8541e-04 1.4953e-03 -3.7374e-04
1.8713e-04 1.5368e-03 -3.8409e-04
1.8886e-04 1.5793e-03 -3.9474e-04
1.9061e-04 1.6231e-03 -4.0568e-04
1.9237e-04 1.6681e-03 -4.1692e-04
1.9415e-04 1.7143e-03 -4.2847e-04
1.9595e-04 1.7619e-03 -4.4035e-04
1.9776e-04 1.8107e-03 -4.5255e-04
1.9960e-04 1.8609e-03 -4.6509e-04
2.0144e-04 1.9124e-03 -4.7798e-04
2.0331e-04 1.9654e-03 -4.9122e-04
2.0519e-04 2.0199e-03 -5.0483e-04
2.0709e-04 2.0759e-03 -5.1881e-04
2.0901e-04 2.1334e-03 -5.3319e-04
2.1094e-04 2.1925e-03 -5.4796e-04
2.1289e-04 2.2532e-03 -5.6314e-04
2.1487e-04 2.3157e-03 -5.7874e-04
2.1685e-04 2.3799e-03 -5.9478e-04
2.1886e-04 2.4458e-03 -6.1126e-04
2.2089e-04 2.5136e-03 -6.2820e-04
2.2293e-04 2.5833e-03 -6.4561e-04
2.2500e-04 2.6549e-03 -6.6349e-04
2.2708e-04 2.7285e-03 -6.8188e-04
2.2918e-04 2.8041e-03 -7.0077e-04
2.3130e-04 2.8817e-03 -7.2018e-04
2.3344e-04 2.9616e-03 -7.4012e-04
2.3561e-04 3.0436e-03 -7.6061e-04
2.3779e-04 3.1279e-03 -7.8168e-04
2.3999e-04 3.2145e-03 -8.0332e-04
2.4221e-04 3.3035e-03 -8.2556e-04
2.4445e-04 3.3950e-03 -8.4842e-04
2.4672e-04 3.4891e-03 -8.7192e-04
2.4900e-04 3.5858e-03 -8.9608e-04
2.5130e-04 3.6851e-03 -9.2089e-04
2.5363e-04 3.7872e-03 -9.4641e-04
2.5598e-04 3.8922e-03 -9.7263e-04
2.5835e-04 4.0000e-03 -9.9957e-04
2.6074e-04 4.1108e-03 -1.0272e-03
2.6315e-04 4.2247e-03 -1.0557e-03
2.6559e-04 4.3417e-03 -1.0849e-03
2.6805e-04 4.4619e-03 -1.1150e-03
2.7053e-04 4.5855e-03 -1.1458e-03
2.7303e-04 4.7125e-03 -1.1776e-03
2.7556e-04 4.8429e-03 -1.2101e-03
2.7811e-04 4.9770e-03 -1.2436e-03
2.8069e-04 5.1148e-03 -1.2781e-03
2.8329e-04 5.2565e-03 -1.3135e-03
2.8591e-04 5.4020e-03 -1.3498e-03
2.8856e-04 5.5516e-03 -1.3872e-03
2.9123e-04 5.7054e-03 -1.4256e-03
2.9392e-04 5.8634e-03 -1.4651e-03
2.9664e-04 6.0257e-03 -1.5056e-03
2.9939e-04 6.1926e-03 -1.5473e-03
3.0216e-04 6.3641e-03 -1.5901e-03
3.0496e-04 6.5404e-03 -1.6341e-03
3.0778e-04 6.7215e-03 -1.6794e-03
3.1063e-04 6.9076e-03 -1.7259e-03
3.1351e-04 7.0989e-03 -1.7736e-03
3.1641e-04 7.2954e-03 -1.8227e-03
3.1934e-04 7.4974e-03 -1.8732e-03
3.2230e-04 7.7049e-03 -1.9250e-03
3.2528e-04 7.9182e-03 -1.9783e-03
3.2829e-04 8.1373e-03 -2.0330e-03
3.3133e-04 8.3626e-03 -2.0893e-03
3.3440e-04 8.5940e-03 -2.1470e-03
3.3749e-04 8.8318e-03 -2.2064e-03
3.4062e-04 9.0763e-03 -2.2675e-03
3.4377e-04 9.3275e-03 -2.3302e-03
3.4695e-04 9.5857e-03 -2.3947e-03
3.5016e-04 9.8510e-03 -2.4610e-03
3.5341e-04 1.0124e-02 -2.5291e-03
3.5668e-04 1.0404e-02 -2.5990e-03
3.5998e-04 1.0692e-02 -2.6709e-03
3.6331e-04 1.0988e-02 -2.7448e-03
3.6668e-04 1.1292e-02 -2.8208e-03
3.7007e-04 1.1604e-02 -2.8988e-03
3.7350e-04 1.1925e-02 -2.9789e-03
3.7695e-04 1.2255e-02 -3.0613e-03
3.8044e-04 1.2594e-02 -3.1459e-03
3.8397e-04 1.2943e-02 -3.2329e-03
3.8752e-04 1.3301e-02 -3.3223e-03
3.9111e-04 1.3669e-02 -3.4141e-03
3.9473e-04 1.4047e-02 -3.5085e-03
3.9838e-04 1.4435e-02 -3.6055e-03
4.0207e-04 1.4835e-02 -3.7052e-03
4.0579e-04 1.5245e-02 -3.8077e-03
4.0955e-04 1.5667e-02 -3.9129e-03
4.1334e-04 1.6100e-02 -4.0211e-03
4.1717e-04 1.6545e-02 -4.1323e-03
4.2103e-04 1.7003e-02 -4.2465e-03
4.2493e-04 1.7473e-02 -4.3639e-03
4.2886e-04 1.7956e-02 -4.4844e-03
4.3283e-04 1.8453e-02 -4.6083e-03
4.3684e-04 1.8963e-02 -4.7357e-03
4.4088e-04 1.9487e-02 -4.8665e-03
4.4496e-04 2.0026e-02 -5.0009e-03
4.4908e-04 2.0579e-02 -5.1391e-03
4.5324e-04 2.1148e-02 -5.2811e-03
4.5744e-04 2.1733e-02 -5.4269e-03
4.6167e-04 2.2334e-02 -5.5769e-03
4.6594e-04 2.2951e-02 -5.7309e-03
4.7026e-04 2.3585e-02 -5.8892e-03
4.7461e-04 2.4237e-02 -6.0519e-03
4.7901e-04 2.4907e-02 -6.2190e-03
4.8344e-04 2.5595e-02 -6.3907e-03
4.8792e-04 2.6302e-02 -6.5672e-03
4.9243e-04 2.7029e-02 -6.7485e-03
4.9699e-04 2.7776e-02 -6.9348e-03
5.0159e-04 2.8543e-02 -7.1262e-03
5.0624e-04 2.9332e-02 -7.3229e-03
5.1092e-04 3.0142e-02 -7.5250e-03
5.1565e-04 3.0974e-02 -7.7327e-03
5.2043e-04 3.1830e-02 -7.9461e-03
5.2524e-04 3.2709e-02 -8.1654e-03
5.3011e-04 3.3612e-02 -8.3907e-03
5.3501e-04 3.4540e-02 -8.6221e-03
5.3997e-04 3.5494e-02 -8.8600e-03
5.4496e-04 3.6474e-02 -9.1044e-03
5.5001e-04 3.7481e-02 -9.3556e-03
5.5510e-04 3.8516e-02 -9.6136e-03
5.6024e-04 3.9579e-02 -9.8787e-03
5.6543e-04 4.0671e-02 -1.0151e-02
5.7066e-04 4.1794e-02 -1.0431e-02
5.7594e-04 4.2947e-02 -1.0719e-02
5.8128e-04 4.4132e-02 -1.1014e-02
5.8666e-04 4.5350e-02 -1.1318e-02
5.9209e-04 4.6601e-02 -1.1630e-02
5.9757e-04 4.7886e-02 -1.1950e-02
6.0310e-04 4.9207e-02 -1.2279e-02
6.0868e-04 5.0564e-02 -1.2618e-02
6.1432e-04 5.1959e-02 -1.2965e-02
6.2001e-04 5.3391e-02 -1.3322e-02
6.2575e-04 5.4864e-02 -1.3689e-02
6.3154e-04 5.6376e-02 -1.4066e-02
6.3739e-04 5.7930e-02 -1.4453e-02
6.4329e-04 5.9528e-02 -1.4852e-02
6.4924e-04 6.1168e-02 -1.5260e-02
6.5525e-04 6.2854e-02 -1.5680e-02
6.6132e-04 6.4586e-02 -1.6112e-02
6.6744e-04 6.6366e-02 -1.6556e-02
6.7362e-04 6.8194e-02 -1.7011e-02
6.7985e-04 7.0073e-02 -1.7479e-02
6.8615e-04 7.2003e-02 -1.7960e-02
6.9250e-04 7.3986e-02 -1.8454e-02
6.9891e-04 7.6024e-02 -1.8961e-02
7.0538e-04 7.8117e-02 -1.9483e-02
7.1191e-04 8.0268e-02 -2.0018e-02
7.1850e-04 8.2477e-02 -2.0569e-02
7.2515e-04 8.4748e-02 -2.1134e-02
7.3187e-04 8.7080e-02 -2.1715e-02
7.3864e-04 8.9477e-02 -2.2312e-02
7.4548e-04 9.1940e-02 -2.2925e-02
7.5238e-04 9.4469e-02 -2.3555e-02
7.5935e-04 9.7068e-02 -2.4202e-02
7.6638e-04 9.9738e-02 -2.4866e-02
7.7347e-04 1.0248e-01 -2.5549e-02
7.8063e-04 1.0530e-01 -2.6251e-02
7.8786e-04 1.0819e-01 -2.6971e-02
7.9515e-04 1.1117e-01 -2.7712e-02
8.0251e-04 1.1422e-01 -2.8472e-02
8.0994e-04 1.1736e-01 -2.9253e-02
8.1744e-04 1.2059e-01 -3.0056e-02
8.2501e-04 1.2390e-01 -3.0880e-02
8.3265e-04 1.2731e-01 -3.1727e-02
8.4035e-04 1.3080e-01 -3.2597e-02
8.4813e-04 1.3440e-01 -3.3491e-02
8.5599e-04 1.3809e-01 -3.4409e-02
8.6391e-04 1.4188e-01 -3.5352e-02
8.7191e-04 1.4577e-01 -3.6321e-02
8.7998e-04 1.4978e-01 -3.7316e-02
8.8813e-04 1.5389e-01 -3.8338e-02
8.9635e-04 1.5811e-01 -3.9388e-02
9.0465e-04 1.6245e-01 -4.0466e-02
9.1302e-04 1.6690e-01 -4.1574e-02
9.2147e-04 1.7148e-01 -4.2711e-02
9.3000e-04 1.7618e-01 -4.3880e-02
9.3861e-04 1.8101e-01 -4.5081e-02
9.4730e-04 1.8597e-01 -4.6314e-02
9.5607e-04 1.9107e-01 -4.7580e-02
9.6492e-04 1.9631e-01 -4.8881e-02
9.7385e-04 2.0168e-01 -5.0217e-02
9.8287e-04 2.0721e-01 -5.1590e-02
9.9197e-04 2.1288e-01 -5.2999e-02
1.0012e-03 2.1871e-01 -5.4447e-02
1.0104e-03 2.2470e-01 -5.5934e-02
1.0198e-03 2.3085e-01 -5.7462e-02
1.0292e-03 2.3717e-01 -5.9031e-02
1.0387e-03 2.4366e-01 -6.0641e-02
1.0484e-03 2.5033e-01 -6.2296e-02
1.0581e-03 2.5717e-01 -6.3995e-02
1.0679e-03 2.6420e-01 -6.5741e-02
1.0777e-03 2.7143e-01 -6.7533e-02
1.0877e-03 2.7884e-01 -6.9374e-02
1.0978e-03 2.8646e-01 -7.1264e-02
1.1080e-03 2.9429e-01 -7.3206e-02
1.1182e-03 3.0233e-01 -7.5199e-02
1.1286e-03 3.1058e-01 -7.7247e-02
1.1390e-03 3.1906e-01 -7.9350e-02
1.1496e-03 3.2777e-01 -8.1510e-02
1.1602e-03 3.3672e-01 -8.3728e-02
1.1709e-03 3.4591e-01 -8.6006e-02
1.1818e-03 3.5534e-01 -8.8345e-02
1.1927e-03 3.6504e-01 -9.0747e-02
1.2038e-03 3.7499e-01 -9.3214e-02
1.2149e-03 3.8521e-01 -9.5746e-02
1.2262e-03 3.9571e-01 -9.8347e-02
1.2375e-03 4.0649e-01 -1.0102e-01
1.2490e-03 4.1756e-01 -1.0376e-01
1.2605e-03 4.2892e-01 -1.0657e-01
1.2722e-03 4.4059e-01 -1.0946e-01
1.2840e-03 4.5258e-01 -1.1243e-01
1.2959e-03 4.6489e-01 -1.1548e-01
1.3079e-03 4.7754e-01 -1.1861e-01
1.3200e-03 4.9053e-01 -1.2182e-01
1.3322e-03 5.0386e-01 -1.2512e-01
1.3445e-03 5.1756e-01 -1.2851e-01
1.3570e-03 5.3162e-01 -1.3199e-01
1.3695e-03 5.4606e-01 -1.3556e-01
1.3822e-03 5.6089e-01 -1.3923e-01
1.3950e-03 5.7613e-01 -1.4299e-01
1.4079e-03 5.9177e-01 -1.4686e-01
1.4209e-03 6.0783e-01 -1.5083e-01
1.4341e-03 6.2433e-01 -1.5491e-01
1.4474e-03 6.4126e-01 -1.5909e-01
1.4608e-03 6.5865e-01 -1.6339e-01
1.4743e-03 6.7650e-01 -1.6780e-01
1.4879e-03 6.9483e-01 -1.7232e-01
1.5017e-03 7.1364e-01 -1.7697e-01
1.5156e-03 7.3296e-01 -1.8174e-01
1.5297e-03 7.5279e-01 -1.8663e-01
1.5438e-03 7.7315e-01 -1.9166e-01
1.5581e-03 7.9406e-01 -1.9681e-01
1.5725e-03 8.1553e-01 -2.0211e-01
1.5871e-03 8.3758e-01 -2.0755e-01
1.6018e-03 8.6021e-01 -2.1313e-01
1.6166e-03 8.8346e-01 -2.1886e-01
1.6316e-03 9.0733e-01 -2.2474e-01
1.6467e-03 9.3183e-01 -2.3078e-01
1.6619e-03 9.5698e-01 -2.3698e-01
1.6773e-03 9.8281e-01 -2.4334e-01
1.6928e-03 1.0093e+00 -2.4987e-01
1.7085e-03 1.0365e+00 -2.5657e-01
1.7243e-03 1.0645e+00 -2.6344e-01
1.7403e-03 1.0931e+00 -2.7050e-01
1.7564e-03 1.1225e+00 -2.7774e-01
1.7727e-03 1.1527e+00 -2.8517e-01
1.7891e-03 1.1838e+00 -2.9279e-01
1.8056e-03 1.2156e+00 -3.0062e-01
1.8223e-03 1.2483e+00 -3.0865e-01
1.8392e-03 1.2818e+00 -3.1690e-01
1.8562e-03 1.3162e+00 -3.2536e-01
1.8734e-03 1.3516e+00 -3.3404e-01
1.8908e-03 1.3879e+00 -3.4296e-01
1.9083e-03 1.4251e+00 -3.5210e-01
1.9259e-03 1.4633e+00 -3.6148e-01
1.9438e-03 1.5026e+00 -3.7111e-01
1.9618e-03 1.5428e+00 -3.8098e-01
1.9799e-03 1.5841e+00 -3.9112e-01
1.9983e-03 1.6265e+00 -4.0151e-01
2.0168e-03 1.6700e+00 -4.1218e-01
2.0354e-03 1.7147e+00 -4.2312e-01
2.0543e-03 1.7605e+00 -4.3435e-01
2.0733e-03 1.8076e+00 -4.4587e-01
2.0925e-03 1.8558e+00 -4.5769e-01
2.1118e-03 1.9054e+00 -4.6982e-01
2.1314e-03 1.9562e+00 -4.8226e-01
2.1511e-03 2.0084e+00 -4.9502e-01
2.1710e-03 2.0619e+00 -5.0812e-01
2.1911e-03 2.1169e+00 -5.2155e-01
2.2114e-03 2.1733e+00 -5.3533e-01
2.2319e-03 2.2311e+00 -5.4947e-01
2.2526e-03 2.2905e+00 -5.6397e-01
2.2734e-03 2.3514e+00 -5.7884e-01
2.2945e-03 2.4139e+00 -5.9409e-01
2.3157e-03 2.4780e+00 -6.0974e-01
2.3371e-03 2.5438e+00 -6.2579e-01
2.3588e-03 2.6113e+00 -6.4225e-01
2.3806e-03 2.6806e+00 -6.5913e-01
2.4026e-03 2.7516e+00 -6.7645e-01
2.4249e-03 2.8245e+00 -6.9420e-01
2.4473e-03 2.8993e+00 -7.1241e-01
2.4700e-03 2.9760e+00 -7.3108e-01
2.4929e-03 3.0547e+00 -7.5023e-01
2.5159e-03 3.1354e+00 -7.6987e-01
2.5392e-03 3.2182e+00 -7.9000e-01
2.5627e-03 3.3032e+00 -8.1065e-01
2.5865e-03 3.3903e+00 -8.3182e-01
2.6104e-03 3.4797e+00 -8.5353e-01
2.6346e-03 3.5714e+00 -8.7578e-01
2.6590e-03 3.6654e+00 -8.9860e-01
2.6836e-03 3.7619e+00 -9.2200e-01
2.7084e-03 3.8608e+00 -9.4599e-01
2.7335e-03 3.9623e+00 -9.7058e-01
2.7588e-03 4.0663e+00 -9.9579e-01
2.7843e-03 4.1731e+00 -1.0216e+00
2.8101e-03 4.2825e+00 -1.0481e+00
2.8361e-03 4.3948e+00 -1.0753e+00
2.8624e-03 4.5099e+00 -1.1031e+00
2.8889e-03 4.6280e+00 -1.1317e+00
2.9156e-03 4.7490e+00 -1.1609e+00
2.9426e-03 4.8732e+00 -1.1909e+00
2.9699e-03 5.0004e+00 -1.2216e+00
2.9974e-03 5.1310e+00 -1.2531e+00
3.0251e-03 5.2648e+00 -1.2854e+00
3.0531e-03 5.4020e+00 -1.3185e+00
3.0814e-03 5.5427e+00 -1.3523e+00
3.1099e-03 5.6869e+00 -1.3871e+00
3.1387e-03 5.8348e+00 -1.4227e+00
3.1677e-03 5.9864e+00 -1.4591e+00
3.1971e-03 6.1419e+00 -1.4965e+00
3.2267e-03 6.3012e+00 -1.5348e+00
3.2565e-03 6.4646e+00 -1.5741e+00
3.2867e-03 6.6321e+00 -1.6143e+00
3.3171e-03 6.8038e+00 -1.6554e+00
3.3478e-03 6.9797e+00 -1.6976e+00
3.3788e-03 7.1601e+00 -1.7408e+00
3.4101e-03 7.3450e+00 -1.7851e+00
3.4417e-03 7.5345e+00 -1.8305e+00
3.4735e-03 7.7287e+00 -1.8769e+00
3.5057e-03 7.9277e+00 -1.9245e+00
3.5381e-03 8.1317e+00 -1.9733e+00
3.5709e-03 8.3408e+00 -2.0232e+00
3.6039e-03 8.5550e+00 -2.0743e+00
3.6373e-03 8.7747e+00 -2.1267e+00
3.6710e-03 8.9996e+00 -2.1803e+00
3.7050e-03 9.2302e+00 -2.2353e+00
3.7393e-03 9.4665e+00 -2.2915e+00
3.7739e-03 9.7085e+00 -2.3491e+00
3.8088e-03 9.9566e+00 -2.4081e+00
3.8441e-03 1.0211e+01 -2.4684e+00
3.8797e-03 1.0471e+01 -2.5303e+00
3.9156e-03 1.0738e+01 -2.5935e+00
3.9518e-03 1.1011e+01 -2.6583e+00
3.9884e-03 1.1291e+01 -2.7246e+00
4.0253e-03 1.1578e+01 -2.7926e+00
4.0626e-03 1.1872e+01 -2.8621e+00
4.1002e-03 1.2173e+01 -2.9332e+00
4.1382e-03 1.2481e+01 -3.0061e+00
4.1765e-03 1.2797e+01 -3.0806e+00
4.2151e-03 1.3120e+01 -3.1569e+00
4.2542e-03 1.3451e+01 -3.2350e+00
4.2935e-03 1.3790e+01 -3.3148e+00
4.3333e-03 1.4138e+01 -3.3966e+00
4.3734e-03 1.4493e+01 -3.4802e+00
4.4139e-03 1.4857e+01 -3.5657e+00
4.4548e-03 1.5230e+01 -3.6533e+00
4.4960e-03 1.5612e+01 -3.7429e+00
4.5376e-03 1.6003e+01 -3.8345e+00
4.5796e-03 1.6404e+01 -3.9283e+00
4.6220e-03 1.6814e+01 -4.0243e+00
4.6648e-03 1.7234e+01 -4.1225e+00
4.7080e-03 1.7664e+01 -4.2230e+00
4.7516e-03 1.8104e+01 -4.3258e+00
4.7956e-03 1.8555e+01 -4.4308e+00
4.8400e-03 1.9016e+01 -4.5382e+00
4.8848e-03 1.9487e+01 -4.6480e+00
4.9300e-03 1.9969e+01 -4.7601e+00
4.9756e-03 2.0463e+01 -4.8748e+00
5.0217e-03 2.0969e+01 -4.9923e+00
5.0682e-03 2.1486e+01 -5.1123e+00
5.1151e-03 2.2016e+01 -5.2350e+00
5.1625e-03 2.2558e+01 -5.3604e+00
5.2102e-03 2.3113e+01 -5.4886e+00
5.2585e-03 2.3680e+01 -5.6198e+00
5.3072e-03 2.4261e+01 -5.7537e+00
5.3563e-03 2.4855e+01 -5.8907e+00
5.4059e-03 2.5463e+01 -6.0307e+00
5.4559e-03 2.6084e+01 -6.1737e+00
5.5064e-03 2.6720e+01 -6.3198e+00
5.5574e-03 2.7371e+01 -6.4692e+00
5.6089e-03 2.8037e+01 -6.6219e+00
5.6608e-03 2.8717e+01 -6.7778e+00
5.7132e-03 2.9414e+01 -6.9371e+00
5.7661e-03 3.0126e+01 -7.0999e+00
5.8195e-03 3.0854e+01 -7.2661e+00
5.8733e-03 3.1598e+01 -7.4358e+00
5.9277e-03 3.2360e+01 -7.6093e+00
5.9826e-03 3.3139e+01 -7.7865e+00
6.0380e-03 3.3935e+01 -7.9674e+00
6.0939e-03 3.4748e+01 -8.1521e+00
6.1503e-03 3.5580e+01 -8.3406e+00
6.2072e-03 3.6431e+01 -8.5334e+00
6.2647e-03 3.7301e+01 -8.7299e+00
6.3227e-03 3.8189e+01 -8.9305e+00
6.3812e-03 3.9098e+01 -9.1356e+00
6.4403e-03 4.0026e+01 -9.3447e+00
6.4999e-03 4.0976e+01 -9.5583e+00
6.5601e-03 4.1945e+01 -9.7761e+00
6.6208e-03 4.2936e+01 -9.9985e+00
6.6821e-03 4.3948e+01 -1.0225e+01
6.7440e-03 4.4983e+01 -1.0457e+01
6.8064e-03 4.6040e+01 -1.0693e+01
6.8694e-03 4.7120e+01 -1.0934e+01
6.9330e-03 4.8224e+01 -1.1180e+01
6.9972e-03 4.9351e+01 -1.1431e+01
7.0619e-03 5.0502e+01 -1.1687e+01
7.1273e-03 5.1678e+01 -1.1948e+01
7.1933e-03 5.2879e+01 -1.2214e+01
7.2599e-03 5.4105e+01 -1.2485e+01
7.3271e-03 5.5357e+01 -1.2762e+01
7.3949e-03 5.6635e+01 -1.3044e+01
7.4634e-03 5.7941e+01 -1.3331e+01
7.5325e-03 5.9274e+01 -1.3624e+01
7.6022e-03 6.0636e+01 -1.3923e+01
7.6726e-03 6.2025e+01 -1.4228e+01
7.7436e-03 6.3442e+01 -1.4538e+01
7.8153e-03 6.4890e+01 -1.4855e+01
7.8877e-03 6.6367e+01 -1.5177e+01
7.9607e-03 6.7876e+01 -1.5505e+01
8.0344e-03 6.9414e+01 -1.5840e+01
8.1088e-03 7.0984e+01 -1.6181e+01
8.1838e-03 7.2586e+01 -1.6528e+01
8.2596e-03 7.4220e+01 -1.6881e+01
8.3361e-03 7.5887e+01 -1.7241e+01
8.4132e-03 7.7587e+01 -1.7608e+01
8.4911e-03 7.9323e+01 -1.7981e+01
8.5697e-03 8.1091e+01 -1.8361e+01
8.6491e-03 8.2896e+01 -1.8748e+01
8.7291e-03 8.4736e+01 -1.9142e+01
8.8099e-03 8.6612e+01 -1.9543e+01
8.8915e-03 8.8526e+01 -1.9950e+01
8.9738e-03 9.0476e+01 -2.0365e+01
9.0569e-03 9.2465e+01 -2.0788e+01
9.1407e-03 9.4492e+01 -2.1218e+01
9.2253e-03 9.6558e+01 -2.1655e+01
9.3107e-03 9.8662e+01 -2.2099e+01
9.3969e-03 1.0081e+02 -2.2551e+01
9.4839e-03 1.0300e+02 -2.3011e+01
9.5717e-03 1.0522e+02 -2.3478e+01
9.6603e-03 1.0749e+02 -2.3953e+01
9.7498e-03 1.0980e+02 -2.4437e+01
9.8400e-03 1.1216e+02 -2.4928e+01
9.9311e-03 1.1456e+02 -2.5427e+01
1.0023e-02 1.1700e+02 -2.5934e+01
1.0116e-02 1.1949e+02 -2.6450e+01
1.0210e-02 1.2202e+02 -2.6973e+01
1.0304e-02 1.2460e+02 -2.7505e+01
1.0399e-02 1.2722e+02 -2.8045e+01
1.0496e-02 1.2989e+02 -2.8594e+01
1.0593e-02 1.3261e+02 -2.9150e+01
1.0691e-02 1.3538e+02 -2.9716e+01
1.0790e-02 1.3820e+02 -3.0291e+01
1.0890e-02 1.4106e+02 -3.0874e+01
1.0991e-02 1.4398e+02 -3.1465e+01
1.1092e-02 1.4694e+02 -3.2065e+01
1.1195e-02 1.4996e+02 -3.2674e+01
1.1299e-02 1.5302e+02 -3.3291e+01
1.1403e-02 1.5615e+02 -3.3919e+01
1.1509e-02 1.5931e+02 -3.4554e+01
1.1615e-02 1.6254e+02 -3.5199e+01
1.1723e-02 1.6582e+02 -3.5852e+01
1.1831e-02 1.6915e+02 -3.6515e+01
1.1941e-02 1.7254e+02 -3.7186e+01
1.2051e-02 1.7598e+02 -3.7867e+01
1.2163e-02 1.7947e+02 -3.8556e+01
1.2276e-02 1.8303e+02 -3.9255e+01
1.2389e-02 1.8663e+02 -3.9962e+01
1.2504e-02 1.9030e+02 -4.0680e+01
1.2620e-02 1.9402e+02 -4.1405e+01
1.2737e-02 1.9780e+02 -4.2140e+01
1.2854e-02 2.0163e+02 -4.2884e+01
1.2973e-02 2.0553e+02 -4.3636e+01
1.3094e-02 2.0948e+02 -4.4398e+01
1.3215e-02 2.1349e+02 -4.5169e+01
1.3337e-02 2.1756e+02 -4.5949e+01
1.3461e-02 2.2169e+02 -4.6738e+01
1.3585e-02 2.2587e+02 -4.7535e+01
1.3711e-02 2.3013e+02 -4.8342e+01
1.3838e-02 2.3443e+02 -4.9156e+01
1.3966e-02 2.3880e+02 -4.9981e+01
1.4095e-02 2.4323e+02 -5.0814e+01
1.4226e-02 2.4772e+02 -5.1654e+01
1.4357e-02 2.5226e+02 -5.2503e+01
1.4490e-02 2.5687e+02 -5.3361e+01
1.4625e-02 2.6154e+02 -5.4227e+01
1.4760e-02 2.6627e+02 -5.5100e+01
1.4897e-02 2.7106e+02 -5.5983e+01
1.5034e-02 2.7591e+02 -5.6873e+01
1.5174e-02 2.8082e+02 -5.7771e+01
1.5314e-02 2.8579e+02 -5.8677e+01
1.5456e-02 2.9082e+02 -5.9590e+01
1.5599e-02 2.9591e+02 -6.0512e+01
1.5743e-02 3.0106e+02 -6.1439e+01
1.5889e-02 3.0627e+02 -6.2374e+01
1.6036e-02 3.1153e+02 -6.3315e+01
1.6185e-02 3.1686e+02 -6.4265e+01
1.6335e-02 3.2224e+02 -6.5220e+01
1.6486e-02 3.2769e+02 -6.6182e+01
1.6638e-02 3.3318e+02 -6.7150e+01
1.6792e-02 3.3874e+02 -6.8123e+01
1.6948e-02 3.4436e+02 -6.9104e+01
