# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
2.5864e-01 2.0428e+02 1.1531e+01 5.8739e+00 4.6977e+02 2.5273e+02 3.2183e+01 3.0286e+01 4.9499e+01 -1.0407e+01 -5.2053e+00 2.1818e+01 1.7976e+01 0.0000e+00 0.0000e+00
3.0455e-01 1.4857e+02 9.8408e+00 5.7226e+00 3.5253e+02 1.9270e+02 3.0687e+01 2.6621e+01 4.6628e+01 -9.5707e+00 -4.7610e+00 1.7200e+01 1.5047e+01 0.0000e+00 0.0000e+00
3.5861e-01 1.0936e+02 8.3745e+00 5.3833e+00 2.6831e+02 1.4916e+02 2.8595e+01 2.3106e+01 4.3017e+01 -8.6264e+00 -4.2544e+00 1.3417e+01 1.2504e+01 0.0000e+00 0.0000e+00
4.2226e-01 8.0062e+01 7.0061e+00 4.9176e+00 2.0375e+02 1.1537e+02 2.6080e+01 1.9812e+01 3.8918e+01 -7.6376e+00 -3.7215e+00 1.0376e+01 1.0315e+01 0.0000e+00 0.0000e+00
4.9721e-01 5.8331e+01 5.7616e+00 4.3755e+00 1.5441e+02 8.9186e+01 2.3338e+01 1.6794e+01 3.4600e+01 -6.6654e+00 -3.1970e+00 7.9633e+00 8.4511e+00 0.0000e+00 0.0000e+00
5.8547e-01 4.2370e+01 4.6591e+00 3.7968e+00 1.1691e+02 6.8973e+01 2.0524e+01 1.4082e+01 3.0274e+01 -5.7480e+00 -2.7034e+00 6.0734e+00 6.8781e+00 0.0000e+00 0.0000e+00
6.8939e-01 3.0699e+01 3.7000e+00 3.2134e+00 8.8408e+01 5.3351e+01 1.7757e+01 1.1691e+01 2.6105e+01 -4.9084e+00 -2.2542e+00 4.6077e+00 5.5628e+00 0.0000e+00 0.0000e+00
8.1176e-01 2.2194e+01 2.8783e+00 2.6493e+00 6.6736e+01 4.1258e+01 1.5128e+01 9.6156e+00 2.2208e+01 -4.1574e+00 -1.8561e+00 3.4805e+00 4.4721e+00 0.0000e+00 0.0000e+00
9.5585e-01 1.6004e+01 2.1832e+00 2.1200e+00 5.0216e+01 3.1864e+01 1.2692e+01 7.8412e+00 1.8653e+01 -3.4975e+00 -1.5108e+00 2.6194e+00 3.5748e+00 0.0000e+00 0.0000e+00
1.1255e+00 1.1501e+01 1.6027e+00 1.6362e+00 3.7583e+01 2.4538e+01 1.0481e+01 6.3431e+00 1.5476e+01 -2.9244e+00 -1.2160e+00 1.9647e+00 2.8416e+00 0.0000e+00 0.0000e+00
1.3253e+00 8.2219e+00 1.1249e+00 1.2053e+00 2.7897e+01 1.8801e+01 8.5081e+00 5.0922e+00 1.2680e+01 -2.4306e+00 -9.6771e-01 1.4687e+00 2.2463e+00 0.0000e+00 0.0000e+00
1.5605e+00 5.8345e+00 7.3911e-01 8.3288e-01 2.0458e+01 1.4292e+01 6.7746e+00 4.0575e+00 1.0254e+01 -2.0065e+00 -7.6080e-01 1.0938e+00 1.7654e+00 0.0000e+00 0.0000e+00
1.8375e+00 4.0972e+00 4.3657e-01 5.2376e-01 1.4753e+01 1.0744e+01 5.2755e+00 3.2087e+00 8.1749e+00 -1.6427e+00 -5.9000e-01 8.1074e-01 1.3789e+00 0.0000e+00 0.0000e+00
2.1637e+00 2.8369e+00 2.0957e-01 2.8141e-01 1.0406e+01 7.9558e+00 4.0032e+00 2.5173e+00 6.4137e+00 -1.3302e+00 -4.5038e-01 5.9731e-01 1.0696e+00 0.0000e+00 0.0000e+00
2.5478e+00 1.9293e+00 5.0575e-02 1.0650e-01 7.1386e+00 5.7807e+00 2.9488e+00 1.9579e+00 4.9423e+00 -1.0621e+00 -3.3759e-01 4.3664e-01 8.2313e-01 0.0000e+00 0.0000e+00
3.0000e+00 1.2841e+00 -4.9206e-02 -5.1275e-03 4.7379e+00 4.1071e+00 2.1014e+00 1.5084e+00 3.7329e+00 -8.3309e-01 -2.4785e-01 3.1608e-01 6.2781e-01 0.0000e+00 0.0000e+00
