# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
1.2825e-04 9.1708e-07 -2.2480e-07 3.4640e-07 3.4612e-07 1.2219e-02 2.4435e-02
1.2944e-04 9.5134e-07 -2.3316e-07 3.5936e-07 3.5908e-07 1.2446e-02 2.4889e-02
1.3063e-04 9.8688e-07 -2.4183e-07 3.7281e-07 3.7251e-07 1.2677e-02 2.5352e-02
1.3184e-04 1.0238e-06 -2.5082e-07 3.8676e-07 3.8645e-07 1.2913e-02 2.5823e-02
1.3306e-04 1.0620e-06 -2.6015e-07 4.0124e-07 4.0091e-07 1.3153e-02 2.6304e-02
1.3430e-04 1.1017e-06 -2.6982e-07 4.1625e-07 4.1591e-07 1.3398e-02 2.6793e-02
1.3554e-04 1.1428e-06 -2.7984e-07 4.3183e-07 4.3147e-07 1.3647e-02 2.7291e-02
1.3679e-04 1.1855e-06 -2.9024e-07 4.4799e-07 4.4761e-07 1.3901e-02 2.7799e-02
1.3806e-04 1.2298e-06 -3.0103e-07 4.6475e-07 4.6436e-07 1.4160e-02 2.8316e-02
1.3934e-04 1.2757e-06 -3.1221e-07 4.8214e-07 4.8173e-07 1.4423e-02 2.8842e-02
1.4063e-04 1.3233e-06 -3.2381e-07 5.0018e-07 4.9975e-07 1.4691e-02 2.9379e-02
1.4193e-04 1.3728e-06 -3.3584e-07 5.1890e-07 5.1845e-07 1.4965e-02 2.9925e-02
1.4324e-04 1.4240e-06 -3.4832e-07 5.3831e-07 5.3784e-07 1.5243e-02 3.0482e-02
1.4457e-04 1.4772e-06 -3.6125e-07 5.5845e-07 5.5796e-07 1.5527e-02 3.1049e-02
1.4591e-04 1.5324e-06 -3.7467e-07 5.7934e-07 5.7883e-07 1.5815e-02 3.1626e-02
1.4726e-04 1.5896e-06 -3.8858e-07 6.0102e-07 6.0048e-07 1.6109e-02 3.2214e-02
1.4862e-04 1.6489e-06 -4.0301e-07 6.2350e-07 6.2293e-07 1.6409e-02 3.2813e-02
1.5000e-04 1.7105e-06 -4.1797e-07 6.4683e-07 6.4623e-07 1.6714e-02 3.3424e-02
1.5139e-04 1.7743e-06 -4.3349e-07 6.7102e-07 6.7040e-07 1.7025e-02 3.4045e-02
1.5279e-04 1.8406e-06 -4.4958e-07 6.9612e-07 6.9547e-07 1.7342e-02 3.4678e-02
1.5420e-04 1.9093e-06 -4.6627e-07 7.2216e-07 7.2148e-07 1.7664e-02 3.5323e-02
1.5563e-04 1.9805e-06 -4.8357e-07 7.4917e-07 7.4846e-07 1.7993e-02 3.5980e-02
1.5707e-04 2.0544e-06 -5.0152e-07 7.7720e-07 7.7645e-07 1.8328e-02 3.6649e-02
1.5853e-04 2.1311e-06 -5.2013e-07 8.0626e-07 8.0548e-07 1.8669e-02 3.7331e-02
1.5999e-04 2.2107e-06 -5.3942e-07 8.3642e-07 8.3560e-07 1.9016e-02 3.8025e-02
1.6147e-04 2.2931e-06 -5.5943e-07 8.6770e-07 8.6684e-07 1.9370e-02 3.8732e-02
1.6297e-04 2.3787e-06 -5.8019e-07 9.0015e-07 8.9925e-07 1.9730e-02 3.9452e-02
1.6448e-04 2.4675e-06 -6.0170e-07 9.3381e-07 9.3287e-07 2.0097e-02 4.0186e-02
1.6600e-04 2.5595e-06 -6.2402e-07 9.6873e-07 9.6774e-07 2.0471e-02 4.0933e-02
1.6754e-04 2.6550e-06 -6.4716e-07 1.0050e-06 1.0039e-06 2.0851e-02 4.1695e-02
1.6909e-04 2.7541e-06 -6.7115e-07 1.0425e-06 1.0414e-06 2.1239e-02 4.2470e-02
1.7065e-04 2.8568e-06 -6.9603e-07 1.0815e-06 1.0804e-06 2.1634e-02 4.3260e-02
1.7223e-04 2.9634e-06 -7.2183e-07 1.1220e-06 1.1208e-06 2.2037e-02 4.4064e-02
1.7383e-04 3.0739e-06 -7.4859e-07 1.1639e-06 1.1627e-06 2.2446e-02 4.4884e-02
1.7544e-04 3.1886e-06 -7.7633e-07 1.2074e-06 1.2061e-06 2.2864e-02 4.5718e-02
1.7706e-04 3.3075e-06 -8.0510e-07 1.2526e-06 1.2512e-06 2.3289e-02 4.6569e-02
1.7870e-04 3.4309e-06 -8.3493e-07 1.2994e-06 1.2979e-06 2.3722e-02 4.7435e-02
1.8035e-04 3.5588e-06 -8.6586e-07 1.3480e-06 1.3465e-06 2.4164e-02 4.8317e-02
1.8202e-04 3.6915e-06 -8.9794e-07 1.3984e-06 1.3968e-06 2.4613e-02 4.9215e-02
1.8371e-04 3.8292e-06 -9.3119e-07 1.4506e-06 1.4490e-06 2.5071e-02 5.0130e-02
1.8541e-04 3.9720e-06 -9.6568e-07 1.5049e-06 1.5031e-06 2.5537e-02 5.1063e-02
1.8713e-04 4.1200e-06 -1.0014e-06 1.5611e-06 1.5593e-06 2.6012e-02 5.2012e-02
1.8886e-04 4.2736e-06 -1.0385e-06 1.6194e-06 1.6175e-06 2.6496e-02 5.2979e-02
1.9061e-04 4.4330e-06 -1.0770e-06 1.6800e-06 1.6780e-06 2.6989e-02 5.3964e-02
1.9237e-04 4.5982e-06 -1.1168e-06 1.7428e-06 1.7407e-06 2.7491e-02 5.4968e-02
1.9415e-04 4.7696e-06 -1.1582e-06 1.8079e-06 1.8057e-06 2.8002e-02 5.5990e-02
1.9595e-04 4.9474e-06 -1.2010e-06 1.8755e-06 1.8731e-06 2.8523e-02 5.7031e-02
1.9776e-04 5.1318e-06 -1.2455e-06 1.9455e-06 1.9431e-06 2.9054e-02 5.8092e-02
1.9960e-04 5.3230e-06 -1.2915e-06 2.0182e-06 2.0157e-06 2.9594e-02 5.9172e-02
2.0144e-04 5.5214e-06 -1.3393e-06 2.0937e-06 2.0910e-06 3.0144e-02 6.0272e-02
2.0331e-04 5.7271e-06 -1.3889e-06 2.1719e-06 2.1691e-06 3.0705e-02 6.1393e-02
2.0519e-04 5.9405e-06 -1.4402e-06 2.2530e-06 2.2501e-06 3.1276e-02 6.2534e-02
2.0709e-04 6.1618e-06 -1.4935e-06 2.3372e-06 2.3341e-06 3.1858e-02 6.3697e-02
2.0901e-04 6.3914e-06 -1.5487e-06 2.4245e-06 2.4213e-06 3.2450e-02 6.4882e-02
2.1094e-04 6.6295e-06 -1.6059e-06 2.5151e-06 2.5117e-06 3.3054e-02 6.6088e-02
2.1289e-04 6.8764e-06 -1.6653e-06 2.6091e-06 2.6055e-06 3.3669e-02 6.7317e-02
2.1487e-04 7.1325e-06 -1.7268e-06 2.7065e-06 2.7028e-06 3.4295e-02 6.8569e-02
2.1685e-04 7.3982e-06 -1.7907e-06 2.8076e-06 2.8037e-06 3.4933e-02 6.9843e-02
2.1886e-04 7.6737e-06 -1.8568e-06 2.9125e-06 2.9084e-06 3.5583e-02 7.1142e-02
2.2089e-04 7.9595e-06 -1.9254e-06 3.0213e-06 3.0170e-06 3.6244e-02 7.2465e-02
2.2293e-04 8.2558e-06 -1.9965e-06 3.1341e-06 3.1296e-06 3.6919e-02 7.3812e-02
2.2500e-04 8.5632e-06 -2.0703e-06 3.2512e-06 3.2465e-06 3.7605e-02 7.5185e-02
2.2708e-04 8.8821e-06 -2.1467e-06 3.3726e-06 3.3676e-06 3.8305e-02 7.6583e-02
2.2918e-04 9.2127e-06 -2.2260e-06 3.4985e-06 3.4934e-06 3.9017e-02 7.8006e-02
2.3130e-04 9.5557e-06 -2.3081e-06 3.6292e-06 3.6237e-06 3.9743e-02 7.9457e-02
2.3344e-04 9.9114e-06 -2.3933e-06 3.7647e-06 3.7590e-06 4.0482e-02 8.0934e-02
2.3561e-04 1.0280e-05 -2.4816e-06 3.9053e-06 3.8993e-06 4.1235e-02 8.2439e-02
2.3779e-04 1.0663e-05 -2.5732e-06 4.0511e-06 4.0448e-06 4.2002e-02 8.3972e-02
2.3999e-04 1.1060e-05 -2.6681e-06 4.2023e-06 4.1957e-06 4.2783e-02 8.5533e-02
2.4221e-04 1.1471e-05 -2.7666e-06 4.3592e-06 4.3523e-06 4.3579e-02 8.7123e-02
2.4445e-04 1.1898e-05 -2.8686e-06 4.5219e-06 4.5147e-06 4.4389e-02 8.8743e-02
2.4672e-04 1.2341e-05 -2.9744e-06 4.6907e-06 4.6832e-06 4.5215e-02 9.0393e-02
2.4900e-04 1.2800e-05 -3.0840e-06 4.8658e-06 4.8579e-06 4.6056e-02 9.2073e-02
2.5130e-04 1.3276e-05 -3.1977e-06 5.0475e-06 5.0391e-06 4.6912e-02 9.3785e-02
2.5363e-04 1.3770e-05 -3.3156e-06 5.2358e-06 5.2271e-06 4.7785e-02 9.5529e-02
2.5598e-04 1.4282e-05 -3.4377e-06 5.4313e-06 5.4221e-06 4.8674e-02 9.7305e-02
2.5835e-04 1.4813e-05 -3.5644e-06 5.6339e-06 5.6243e-06 4.9579e-02 9.9114e-02
2.6074e-04 1.5364e-05 -3.6957e-06 5.8442e-06 5.8341e-06 5.0501e-02 1.0096e-01
2.6315e-04 1.5935e-05 -3.8318e-06 6.0623e-06 6.0517e-06 5.1440e-02 1.0283e-01
2.6559e-04 1.6528e-05 -3.9729e-06 6.2885e-06 6.2774e-06 5.2397e-02 1.0474e-01
2.6805e-04 1.7142e-05 -4.1192e-06 6.5231e-06 6.5115e-06 5.3372e-02 1.0669e-01
2.7053e-04 1.7780e-05 -4.2709e-06 6.7665e-06 6.7543e-06 5.4364e-02 1.0868e-01
2.7303e-04 1.8440e-05 -4.4281e-06 7.0190e-06 7.0062e-06 5.5375e-02 1.1070e-01
2.7556e-04 1.9126e-05 -4.5910e-06 7.2808e-06 7.2674e-06 5.6405e-02 1.1275e-01
2.7811e-04 1.9837e-05 -4.7599e-06 7.5524e-06 7.5383e-06 5.7454e-02 1.1485e-01
2.8069e-04 2.0574e-05 -4.9350e-06 7.8342e-06 7.8194e-06 5.8523e-02 1.1698e-01
2.8329e-04 2.1338e-05 -5.1166e-06 8.1264e-06 8.1109e-06 5.9611e-02 1.1916e-01
2.8591e-04 2.2131e-05 -5.3047e-06 8.4295e-06 8.4132e-06 6.0720e-02 1.2137e-01
2.8856e-04 2.2953e-05 -5.4997e-06 8.7439e-06 8.7268e-06 6.1849e-02 1.2363e-01
2.9123e-04 2.3806e-05 -5.7019e-06 9.0700e-06 9.0520e-06 6.3000e-02 1.2593e-01
2.9392e-04 2.4690e-05 -5.9115e-06 9.4082e-06 9.3894e-06 6.4171e-02 1.2827e-01
2.9664e-04 2.5607e-05 -6.1287e-06 9.7591e-06 9.7393e-06 6.5365e-02 1.3065e-01
2.9939e-04 2.6558e-05 -6.3539e-06 1.0123e-05 1.0102e-05 6.6581e-02 1.3308e-01
3.0216e-04 2.7545e-05 -6.5873e-06 1.0500e-05 1.0479e-05 6.7819e-02 1.3556e-01
3.0496e-04 2.8567e-05 -6.8292e-06 1.0892e-05 1.0869e-05 6.9080e-02 1.3807e-01
3.0778e-04 2.9628e-05 -7.0799e-06 1.1298e-05 1.1274e-05 7.0365e-02 1.4064e-01
3.1063e-04 3.0728e-05 -7.3398e-06 1.1719e-05 1.1694e-05 7.1674e-02 1.4326e-01
3.1351e-04 3.1868e-05 -7.6092e-06 1.2156e-05 1.2130e-05 7.3007e-02 1.4592e-01
3.1641e-04 3.3051e-05 -7.8884e-06 1.2609e-05 1.2581e-05 7.4364e-02 1.4863e-01
3.1934e-04 3.4278e-05 -8.1778e-06 1.3079e-05 1.3050e-05 7.5747e-02 1.5139e-01
3.2230e-04 3.5550e-05 -8.4778e-06 1.3567e-05 1.3536e-05 7.7156e-02 1.5421e-01
3.2528e-04 3.6869e-05 -8.7887e-06 1.4072e-05 1.4040e-05 7.8591e-02 1.5707e-01
3.2829e-04 3.8237e-05 -9.1109e-06 1.4597e-05 1.4563e-05 8.0053e-02 1.5999e-01
3.3133e-04 3.9655e-05 -9.4449e-06 1.5141e-05 1.5105e-05 8.1542e-02 1.6296e-01
3.3440e-04 4.1126e-05 -9.7911e-06 1.5705e-05 1.5668e-05 8.3058e-02 1.6599e-01
3.3749e-04 4.2652e-05 -1.0150e-05 1.6290e-05 1.6251e-05 8.4603e-02 1.6908e-01
3.4062e-04 4.4233e-05 -1.0522e-05 1.6897e-05 1.6856e-05 8.6176e-02 1.7222e-01
3.4377e-04 4.5874e-05 -1.0907e-05 1.7526e-05 1.7483e-05 8.7779e-02 1.7542e-01
3.4695e-04 4.7575e-05 -1.1306e-05 1.8179e-05 1.8134e-05 8.9411e-02 1.7868e-01
3.5016e-04 4.9338e-05 -1.1720e-05 1.8856e-05 1.8809e-05 9.1074e-02 1.8200e-01
3.5341e-04 5.1167e-05 -1.2149e-05 1.9559e-05 1.9509e-05 9.2768e-02 1.8538e-01
3.5668e-04 5.3064e-05 -1.2594e-05 2.0287e-05 2.0235e-05 9.4493e-02 1.8883e-01
3.5998e-04 5.5030e-05 -1.3055e-05 2.1043e-05 2.0988e-05 9.6251e-02 1.9234e-01
3.6331e-04 5.7070e-05 -1.3532e-05 2.1826e-05 2.1769e-05 9.8041e-02 1.9591e-01
3.6668e-04 5.9184e-05 -1.4027e-05 2.2639e-05 2.2579e-05 9.9864e-02 1.9955e-01
3.7007e-04 6.1377e-05 -1.4540e-05 2.3482e-05 2.3419e-05 1.0172e-01 2.0326e-01
3.7350e-04 6.3651e-05 -1.5071e-05 2.4356e-05 2.4290e-05 1.0361e-01 2.0703e-01
3.7695e-04 6.6008e-05 -1.5622e-05 2.5263e-05 2.5193e-05 1.0554e-01 2.1088e-01
3.8044e-04 6.8453e-05 -1.6193e-05 2.6203e-05 2.6130e-05 1.0750e-01 2.1480e-01
3.8397e-04 7.0988e-05 -1.6784e-05 2.7179e-05 2.7102e-05 1.0950e-01 2.1879e-01
3.8752e-04 7.3616e-05 -1.7397e-05 2.8190e-05 2.8110e-05 1.1154e-01 2.2286e-01
3.9111e-04 7.6342e-05 -1.8032e-05 2.9240e-05 2.9155e-05 1.1361e-01 2.2700e-01
3.9473e-04 7.9168e-05 -1.8690e-05 3.0328e-05 3.0239e-05 1.1573e-01 2.3121e-01
3.9838e-04 8.2098e-05 -1.9372e-05 3.1456e-05 3.1363e-05 1.1788e-01 2.3551e-01
4.0207e-04 8.5136e-05 -2.0079e-05 3.2627e-05 3.2529e-05 1.2007e-01 2.3988e-01
4.0579e-04 8.8287e-05 -2.0811e-05 3.3841e-05 3.3738e-05 1.2230e-01 2.4434e-01
4.0955e-04 9.1553e-05 -2.1570e-05 3.5100e-05 3.4992e-05 1.2458e-01 2.4888e-01
4.1334e-04 9.4940e-05 -2.2356e-05 3.6406e-05 3.6292e-05 1.2689e-01 2.5350e-01
4.1717e-04 9.8452e-05 -2.3170e-05 3.7760e-05 3.7641e-05 1.2925e-01 2.5821e-01
4.2103e-04 1.0209e-04 -2.4014e-05 3.9165e-05 3.9040e-05 1.3166e-01 2.6301e-01
4.2493e-04 1.0587e-04 -2.4889e-05 4.0621e-05 4.0490e-05 1.3410e-01 2.6789e-01
4.2886e-04 1.0978e-04 -2.5795e-05 4.2132e-05 4.1994e-05 1.3660e-01 2.7287e-01
4.3283e-04 1.1384e-04 -2.6734e-05 4.3699e-05 4.3554e-05 1.3914e-01 2.7794e-01
4.3684e-04 1.1805e-04 -2.7707e-05 4.5324e-05 4.5172e-05 1.4173e-01 2.8310e-01
4.4088e-04 1.2241e-04 -2.8715e-05 4.7009e-05 4.6849e-05 1.4436e-01 2.8836e-01
4.4496e-04 1.2694e-04 -2.9759e-05 4.8757e-05 4.8589e-05 1.4705e-01 2.9371e-01
4.4908e-04 1.3163e-04 -3.0841e-05 5.0569e-05 5.0393e-05 1.4978e-01 2.9917e-01
4.5324e-04 1.3649e-04 -3.1962e-05 5.2449e-05 5.2264e-05 1.5257e-01 3.0472e-01
4.5744e-04 1.4153e-04 -3.3124e-05 5.4399e-05 5.4204e-05 1.5540e-01 3.1038e-01
4.6167e-04 1.4676e-04 -3.4327e-05 5.6421e-05 5.6217e-05 1.5829e-01 3.1614e-01
4.6594e-04 1.5218e-04 -3.5574e-05 5.8517e-05 5.8303e-05 1.6124e-01 3.2202e-01
4.7026e-04 1.5780e-04 -3.6865e-05 6.0692e-05 6.0467e-05 1.6423e-01 3.2799e-01
4.7461e-04 1.6362e-04 -3.8203e-05 6.2947e-05 6.2711e-05 1.6729e-01 3.3409e-01
4.7901e-04 1.6966e-04 -3.9589e-05 6.5286e-05 6.5038e-05 1.7040e-01 3.4029e-01
4.8344e-04 1.7593e-04 -4.1025e-05 6.7711e-05 6.7451e-05 1.7357e-01 3.4661e-01
4.8792e-04 1.8242e-04 -4.2513e-05 7.0227e-05 6.9953e-05 1.7679e-01 3.5304e-01
4.9243e-04 1.8915e-04 -4.4054e-05 7.2835e-05 7.2548e-05 1.8008e-01 3.5960e-01
4.9699e-04 1.9613e-04 -4.5650e-05 7.5541e-05 7.5238e-05 1.8343e-01 3.6627e-01
5.0159e-04 2.0336e-04 -4.7304e-05 7.8346e-05 7.8029e-05 1.8684e-01 3.7307e-01
5.0624e-04 2.1086e-04 -4.9017e-05 8.1255e-05 8.0922e-05 1.9032e-01 3.8000e-01
5.1092e-04 2.1864e-04 -5.0792e-05 8.4273e-05 8.3922e-05 1.9385e-01 3.8705e-01
5.1565e-04 2.2670e-04 -5.2630e-05 8.7401e-05 8.7034e-05 1.9746e-01 3.9424e-01
5.2043e-04 2.3505e-04 -5.4534e-05 9.0647e-05 9.0260e-05 2.0113e-01 4.0156e-01
5.2524e-04 2.4372e-04 -5.6506e-05 9.4011e-05 9.3605e-05 2.0487e-01 4.0901e-01
5.3011e-04 2.5270e-04 -5.8549e-05 9.7501e-05 9.7075e-05 2.0868e-01 4.1660e-01
5.3501e-04 2.6201e-04 -6.0666e-05 1.0112e-04 1.0067e-04 2.1256e-01 4.2433e-01
5.3997e-04 2.7166e-04 -6.2857e-05 1.0487e-04 1.0440e-04 2.1651e-01 4.3221e-01
5.4496e-04 2.8167e-04 -6.5128e-05 1.0876e-04 1.0827e-04 2.2054e-01 4.4023e-01
5.5001e-04 2.9204e-04 -6.7479e-05 1.1280e-04 1.1228e-04 2.2464e-01 4.4840e-01
5.5510e-04 3.0279e-04 -6.9915e-05 1.1699e-04 1.1644e-04 2.2881e-01 4.5672e-01
5.6024e-04 3.1394e-04 -7.2437e-05 1.2132e-04 1.2075e-04 2.3307e-01 4.6519e-01
5.6543e-04 3.2549e-04 -7.5050e-05 1.2583e-04 1.2522e-04 2.3740e-01 4.7383e-01
5.7066e-04 3.3747e-04 -7.7755e-05 1.3049e-04 1.2986e-04 2.4182e-01 4.8262e-01
5.7594e-04 3.4989e-04 -8.0558e-05 1.3533e-04 1.3467e-04 2.4631e-01 4.9157e-01
5.8128e-04 3.6276e-04 -8.3460e-05 1.4035e-04 1.3965e-04 2.5089e-01 5.0069e-01
5.8666e-04 3.7611e-04 -8.6466e-05 1.4555e-04 1.4482e-04 2.5556e-01 5.0998e-01
5.9209e-04 3.8994e-04 -8.9578e-05 1.5095e-04 1.5018e-04 2.6031e-01 5.1944e-01
5.9757e-04 4.0428e-04 -9.2802e-05 1.5655e-04 1.5574e-04 2.6515e-01 5.2908e-01
6.0310e-04 4.1914e-04 -9.6140e-05 1.6235e-04 1.6150e-04 2.7008e-01 5.3889e-01
6.0868e-04 4.3454e-04 -9.9597e-05 1.6837e-04 1.6747e-04 2.7510e-01 5.4889e-01
6.1432e-04 4.5051e-04 -1.0318e-04 1.7461e-04 1.7367e-04 2.8021e-01 5.5907e-01
6.2001e-04 4.6707e-04 -1.0688e-04 1.8108e-04 1.8009e-04 2.8542e-01 5.6944e-01
6.2575e-04 4.8422e-04 -1.1072e-04 1.8779e-04 1.8675e-04 2.9073e-01 5.8000e-01
6.3154e-04 5.0201e-04 -1.1470e-04 1.9474e-04 1.9365e-04 2.9613e-01 5.9076e-01
6.3739e-04 5.2044e-04 -1.1881e-04 2.0196e-04 2.0081e-04 3.0164e-01 6.0171e-01
6.4329e-04 5.3955e-04 -1.2308e-04 2.0944e-04 2.0824e-04 3.0724e-01 6.1287e-01
6.4924e-04 5.5935e-04 -1.2749e-04 2.1720e-04 2.1593e-04 3.1296e-01 6.2423e-01
6.5525e-04 5.7988e-04 -1.3206e-04 2.2524e-04 2.2391e-04 3.1877e-01 6.3581e-01
6.6132e-04 6.0116e-04 -1.3679e-04 2.3358e-04 2.3219e-04 3.2470e-01 6.4759e-01
6.6744e-04 6.2321e-04 -1.4169e-04 2.4223e-04 2.4076e-04 3.3074e-01 6.5960e-01
6.7362e-04 6.4607e-04 -1.4676e-04 2.5120e-04 2.4966e-04 3.3688e-01 6.7183e-01
6.7985e-04 6.6976e-04 -1.5201e-04 2.6050e-04 2.5888e-04 3.4315e-01 6.8428e-01
6.8615e-04 6.9432e-04 -1.5745e-04 2.7014e-04 2.6844e-04 3.4952e-01 6.9697e-01
6.9250e-04 7.1977e-04 -1.6308e-04 2.8013e-04 2.7835e-04 3.5602e-01 7.0988e-01
6.9891e-04 7.4615e-04 -1.6891e-04 2.9050e-04 2.8862e-04 3.6264e-01 7.2304e-01
7.0538e-04 7.7349e-04 -1.7494e-04 3.0125e-04 2.9928e-04 3.6938e-01 7.3644e-01
7.1191e-04 8.0182e-04 -1.8118e-04 3.1240e-04 3.1032e-04 3.7625e-01 7.5009e-01
7.1850e-04 8.3119e-04 -1.8765e-04 3.2395e-04 3.2177e-04 3.8324e-01 7.6398e-01
7.2515e-04 8.6163e-04 -1.9434e-04 3.3593e-04 3.3364e-04 3.9036e-01 7.7814e-01
7.3187e-04 8.9317e-04 -2.0127e-04 3.4835e-04 3.4595e-04 3.9762e-01 7.9256e-01
7.3864e-04 9.2586e-04 -2.0844e-04 3.6124e-04 3.5871e-04 4.0501e-01 8.0724e-01
7.4548e-04 9.5974e-04 -2.1587e-04 3.7459e-04 3.7194e-04 4.1254e-01 8.2219e-01
7.5238e-04 9.9485e-04 -2.2355e-04 3.8844e-04 3.8565e-04 4.2020e-01 8.3742e-01
7.5935e-04 1.0312e-03 -2.3151e-04 4.0280e-04 3.9987e-04 4.2801e-01 8.5293e-01
7.6638e-04 1.0690e-03 -2.3974e-04 4.1769e-04 4.1460e-04 4.3597e-01 8.6873e-01
7.7347e-04 1.1080e-03 -2.4826e-04 4.3313e-04 4.2988e-04 4.4407e-01 8.8482e-01
7.8063e-04 1.1485e-03 -2.5709e-04 4.4913e-04 4.4572e-04 4.5232e-01 9.0120e-01
7.8786e-04 1.1905e-03 -2.6621e-04 4.6573e-04 4.6214e-04 4.6073e-01 9.1789e-01
7.9515e-04 1.2340e-03 -2.7566e-04 4.8293e-04 4.7917e-04 4.6929e-01 9.3489e-01
8.0251e-04 1.2791e-03 -2.8544e-04 5.0077e-04 4.9681e-04 4.7802e-01 9.5219e-01
8.0994e-04 1.3258e-03 -2.9556e-04 5.1926e-04 5.1511e-04 4.8690e-01 9.6982e-01
8.1744e-04 1.3742e-03 -3.0604e-04 5.3844e-04 5.3407e-04 4.9595e-01 9.8777e-01
8.2501e-04 1.4243e-03 -3.1688e-04 5.5832e-04 5.5373e-04 5.0516e-01 1.0061e+00
8.3265e-04 1.4763e-03 -3.2810e-04 5.7893e-04 5.7411e-04 5.1455e-01 1.0247e+00
8.4035e-04 1.5302e-03 -3.3971e-04 6.0030e-04 5.9523e-04 5.2411e-01 1.0436e+00
8.4813e-04 1.5860e-03 -3.5172e-04 6.2246e-04 6.1713e-04 5.3385e-01 1.0629e+00
8.5599e-04 1.6438e-03 -3.6415e-04 6.4543e-04 6.3983e-04 5.4377e-01 1.0826e+00
8.6391e-04 1.7037e-03 -3.7701e-04 6.6924e-04 6.6336e-04 5.5388e-01 1.1026e+00
8.7191e-04 1.7658e-03 -3.9032e-04 6.9394e-04 6.8775e-04 5.6417e-01 1.1230e+00
8.7998e-04 1.8302e-03 -4.0410e-04 7.1953e-04 7.1304e-04 5.7465e-01 1.1438e+00
8.8813e-04 1.8968e-03 -4.1835e-04 7.4608e-04 7.3925e-04 5.8533e-01 1.1650e+00
8.9635e-04 1.9659e-03 -4.3309e-04 7.7359e-04 7.6641e-04 5.9620e-01 1.1865e+00
9.0465e-04 2.0375e-03 -4.4834e-04 8.0211e-04 7.9457e-04 6.0728e-01 1.2085e+00
9.1302e-04 2.1117e-03 -4.6413e-04 8.3169e-04 8.2376e-04 6.1856e-01 1.2308e+00
9.2147e-04 2.1885e-03 -4.8046e-04 8.6234e-04 8.5402e-04 6.3006e-01 1.2535e+00
9.3000e-04 2.2681e-03 -4.9735e-04 8.9414e-04 8.8538e-04 6.4176e-01 1.2767e+00
9.3861e-04 2.3506e-03 -5.1483e-04 9.2708e-04 9.1788e-04 6.5369e-01 1.3003e+00
